,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-0.449548, 50.916932)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2018-03-14T18:00:00Z,35,0,14,25,18,0,12,0,17,11,12,20,12,21,15,0,16,0,17,15,0,15,22,29,0,19,16,11,0,0,15,0,12,14,13,32,19,0,0,20,0,23,22,18,0,0,12,0,22,14,0,12,14,0,12,0,0,23,21,0,19,19,22,0,22,18,12,0,24,0
2018-03-14T19:00:00Z,35,0,13,27,17,0,13,0,19,11,13,16,16,25,17,0,19,0,21,16,0,13,15,36,0,21,18,12,0,0,14,0,10,16,15,43,22,0,0,25,0,26,0,16,0,0,14,0,22,14,0,11,14,0,14,0,0,15,17,0,20,19,19,0,23,14,13,0,28,0
2018-03-14T20:00:00Z,36,0,11,30,20,0,14,0,13,11,16,14,17,29,16,0,16,0,18,16,0,8,16,30,0,21,16,13,0,0,14,0,10,15,17,42,21,0,0,31,0,29,16,17,0,0,12,0,20,16,0,9,12,0,15,0,0,18,22,0,20,15,18,0,25,15,17,0,31,0
2018-03-14T21:00:00Z,36,0,8,29,21,0,14,0,15,10,18,15,16,30,16,0,19,0,18,12,0,11,14,40,0,21,19,16,0,0,17,0,11,13,15,45,20,0,0,23,0,33,18,15,0,0,12,0,17,16,0,11,12,0,16,0,0,14,21,0,18,17,17,0,21,15,18,0,29,0
2018-03-14T22:00:00Z,40,0,10,24,21,0,12,0,12,12,15,15,9,31,14,0,15,0,17,11,0,9,14,23,0,24,24,19,0,0,16,0,10,12,14,39,18,0,0,24,0,34,27,14,0,0,12,0,13,16,0,11,13,0,16,0,0,16,17,0,20,18,16,0,18,18,20,0,28,0
2018-03-14T23:00:00Z,40,0,13,17,23,0,12,0,12,7,15,13,13,30,8,0,16,0,16,12,0,7,12,42,0,28,28,23,0,0,16,0,9,10,12,27,20,0,0,30,0,36,28,15,0,0,12,0,12,17,0,8,12,0,12,0,0,19,19,0,13,15,14,0,21,14,15,0,33,0
2018-03-15T00:00:00Z,41,0,12,29,25,0,13,0,10,5,17,12,12,28,16,0,14,0,16,9,0,10,12,36,0,28,30,27,0,0,16,25,9,12,12,24,18,0,0,32,20,39,32,14,0,0,11,0,9,17,11,12,12,0,15,0,0,16,13,0,10,16,14,0,27,16,19,12,38,0
2018-03-15T01:00:00Z,42,0,13,25,24,0,10,0,11,7,20,10,18,30,14,0,17,0,16,7,0,10,11,37,0,30,30,28,0,0,16,0,8,14,12,29,28,0,0,34,0,39,39,15,0,0,9,0,11,16,0,8,14,0,16,0,0,18,20,0,8,17,14,0,27,16,20,0,36,0
2018-03-15T02:00:00Z,46,0,13,19,19,0,11,0,10,8,16,8,10,30,14,0,23,0,21,9,0,14,11,39,0,33,27,25,0,0,13,0,9,11,11,33,32,0,0,35,0,41,30,16,0,0,10,0,16,18,0,9,9,0,18,0,0,15,27,0,14,18,12,0,17,15,18,0,41,0
2018-03-15T03:00:00Z,48,0,14,21,20,0,12,0,10,7,24,9,12,33,18,0,23,0,20,8,0,11,7,36,0,36,28,25,0,0,10,0,8,13,12,40,36,0,0,34,0,41,28,19,0,0,6,0,22,20,0,5,9,0,11,0,0,20,22,0,13,14,16,0,16,12,16,0,36,0
2018-03-15T04:00:00Z,46,0,10,26,24,0,14,0,7,4,22,9,1,41,11,0,24,0,22,7,0,10,12,31,0,37,28,28,0,0,12,0,7,15,13,42,36,0,0,33,0,41,30,16,0,0,4,0,22,18,0,6,9,0,9,0,0,23,26,0,9,10,20,0,20,10,22,0,34,0
2018-03-15T05:00:00Z,44,0,6,25,25,0,14,0,3,2,25,9,1,37,16,0,26,0,24,4,0,10,7,30,0,37,32,29,0,0,6,0,5,10,12,36,37,0,0,34,0,40,31,17,0,0,4,0,24,14,0,5,7,0,10,0,0,12,27,0,5,15,26,0,17,9,17,0,37,0
2018-03-15T06:00:00Z,45,0,8,22,29,0,13,0,9,4,22,8,9,36,12,0,24,0,23,5,0,10,6,46,0,36,34,38,0,0,10,0,4,8,11,34,34,0,0,34,0,39,28,19,0,0,4,0,28,14,0,5,6,0,14,0,0,10,23,0,4,14,22,0,13,11,20,0,36,0
2018-03-15T07:00:00Z,49,0,8,27,31,0,18,0,19,11,22,18,-1,36,14,0,22,0,21,4,0,8,8,33,0,33,33,36,0,0,12,0,5,7,7,41,34,0,0,35,0,35,30,17,0,0,6,0,25,9,0,3,3,0,22,0,0,19,30,0,6,14,28,0,17,12,18,0,39,0
2018-03-15T08:00:00Z,48,0,7,33,34,0,14,0,19,21,18,17,13,39,6,0,21,0,22,0,0,7,6,38,0,33,28,35,0,0,6,0,6,4,7,39,34,0,0,39,0,38,30,18,0,0,5,0,31,12,0,4,3,0,20,0,0,13,22,0,8,14,27,0,22,12,18,0,40,0
2018-03-15T09:00:00Z,51,0,9,29,26,0,11,0,19,14,10,17,19,20,8,0,19,0,20,0,0,8,12,27,0,34,34,30,0,0,8,0,10,6,8,37,28,0,0,38,0,44,31,13,0,0,8,0,29,9,0,8,14,0,16,0,0,12,19,0,8,16,24,0,25,12,18,0,37,0
2018-03-15T10:00:00Z,53,0,7,24,25,0,9,0,17,13,12,14,20,17,10,0,13,0,16,10,0,8,15,37,0,37,29,29,0,0,7,0,9,9,7,33,27,0,0,38,0,41,26,12,0,0,9,0,24,10,0,10,14,0,16,0,0,19,20,0,10,13,24,0,31,12,14,0,38,0
2018-03-15T11:00:00Z,54,0,18,21,25,0,10,0,20,14,10,20,24,13,7,0,12,0,11,15,0,10,10,41,0,37,28,24,0,0,3,0,13,9,10,29,25,0,0,37,0,42,22,11,0,0,6,0,27,9,0,10,11,0,12,0,0,6,14,0,12,12,26,0,30,9,13,0,34,0
2018-03-15T12:00:00Z,54,0,16,23,23,0,12,0,26,18,10,20,25,14,13,0,18,0,15,9,0,9,14,45,0,36,19,21,0,0,7,0,8,9,11,29,24,0,0,30,0,40,22,12,0,0,6,0,26,6,0,7,11,0,17,0,0,6,11,0,9,13,20,0,32,12,14,0,31,0
2018-03-15T13:00:00Z,61,0,23,24,26,0,9,0,29,17,8,26,20,12,9,0,17,0,16,12,0,11,20,18,0,31,14,20,0,0,6,0,8,7,8,30,25,0,0,23,0,32,18,17,0,0,4,0,19,10,0,9,7,0,20,0,0,16,13,0,16,13,30,0,29,11,14,0,27,0
2018-03-15T14:00:00Z,56,0,33,25,24,0,11,0,22,17,11,26,27,14,29,0,14,0,20,10,0,14,16,27,0,26,8,19,0,0,10,0,8,2,4,39,34,0,0,18,0,30,18,17,0,0,5,0,21,11,0,7,7,0,22,0,0,30,23,0,25,16,24,0,31,12,15,0,23,0
2018-03-15T15:00:00Z,56,0,29,17,18,0,8,0,29,17,16,26,17,17,10,0,19,0,21,13,0,22,13,7,0,14,8,16,0,0,11,0,7,5,5,41,36,0,0,12,0,28,21,22,0,0,3,0,20,7,0,7,11,0,29,0,0,-3,29,0,16,16,23,0,29,12,16,0,21,0
2018-03-15T16:00:00Z,48,0,27,14,20,0,7,0,21,13,14,16,17,15,11,0,20,0,20,11,0,24,13,28,0,11,7,12,0,0,14,0,6,6,5,42,36,0,0,17,0,29,21,17,0,0,3,0,18,13,0,6,13,0,28,0,0,15,19,0,10,23,20,0,30,14,14,0,28,0
2018-03-15T17:00:00Z,47,0,28,19,21,0,8,0,20,11,17,16,19,16,13,0,23,0,31,11,0,20,15,21,0,9,4,7,0,0,28,0,6,6,7,38,36,0,0,21,0,28,22,19,0,0,5,0,12,13,0,4,2,0,26,0,0,-3,27,0,16,19,21,0,28,17,18,0,31,0
2018-03-15T18:00:00Z,50,0,20,15,23,0,11,0,21,17,21,23,21,19,16,0,31,0,34,13,0,27,25,34,0,9,5,7,0,0,27,0,9,9,10,42,39,0,0,29,0,30,25,21,0,0,6,0,8,14,0,8,7,0,26,0,0,11,35,0,18,22,18,0,32,20,20,0,26,0
2018-03-15T19:00:00Z,49,0,23,29,25,0,14,0,28,20,24,27,24,19,21,0,27,0,32,16,0,30,31,36,0,6,8,7,0,0,27,0,11,14,15,36,35,0,0,31,0,35,25,20,0,0,10,0,12,12,0,7,23,0,14,0,0,16,32,0,34,16,19,0,34,23,20,0,37,0
2018-03-15T20:00:00Z,56,0,21,27,26,0,16,0,26,20,33,28,22,16,33,0,32,0,32,25,0,22,22,31,0,8,13,9,0,0,25,0,12,16,18,38,40,0,0,18,0,30,23,21,0,0,10,0,21,12,0,11,21,0,12,0,0,22,38,0,38,17,20,0,32,21,20,0,38,0
2018-03-15T21:00:00Z,52,0,21,33,28,0,19,0,22,15,24,31,29,17,12,0,36,0,36,26,0,28,19,22,0,9,9,10,0,0,25,0,15,21,20,40,38,0,0,26,0,32,16,28,0,0,12,0,15,11,0,13,30,0,12,0,0,33,38,0,32,14,23,0,21,30,22,0,35,0
2018-03-15T22:00:00Z,59,0,23,28,25,0,22,0,19,14,27,27,25,10,12,0,40,0,48,21,0,20,19,20,0,17,10,9,0,0,27,0,13,19,23,37,31,0,0,23,0,30,20,35,0,0,14,0,17,10,0,14,27,0,9,0,0,29,35,0,29,13,23,0,7,30,24,0,27,0
2018-03-15T23:00:00Z,53,0,15,28,24,0,24,0,19,12,23,32,10,13,24,0,44,0,39,23,0,23,14,12,0,9,14,12,0,0,25,0,11,25,25,33,33,0,0,12,0,28,25,36,0,0,16,0,22,10,0,14,16,0,8,0,0,22,39,0,35,12,27,0,6,39,29,0,26,0
2018-03-16T00:00:00Z,56,0,32,27,23,0,26,0,23,13,23,30,0,9,16,0,41,0,40,23,0,23,18,7,0,6,13,16,0,0,21,11,16,25,26,36,35,0,0,10,30,26,28,33,0,0,17,0,25,11,28,0,17,0,6,0,0,31,47,0,30,13,32,0,4,22,30,19,24,0
2018-03-16T01:00:00Z,52,0,33,20,23,0,23,0,11,11,27,18,5,16,14,0,40,0,33,16,0,22,13,4,0,7,8,9,0,0,14,0,11,23,24,32,32,0,0,8,0,26,31,34,0,0,11,0,23,16,0,5,11,0,3,0,0,16,51,0,15,9,37,0,14,12,31,0,25,0
2018-03-16T02:00:00Z,51,0,30,19,20,0,23,0,7,5,27,11,9,13,14,0,34,0,33,9,0,23,12,15,0,7,8,7,0,0,9,0,8,22,23,24,25,0,0,17,0,27,33,32,0,0,7,0,22,16,0,7,16,0,4,0,0,50,41,0,11,11,34,0,17,9,25,0,34,0
2018-03-16T03:00:00Z,45,0,26,17,18,0,24,0,5,4,24,12,8,9,20,0,29,0,26,14,0,22,13,23,0,8,8,8,0,0,10,0,10,26,25,36,33,0,0,19,0,26,32,34,0,0,9,0,21,15,0,9,7,0,12,0,0,29,32,0,16,17,32,0,12,13,28,0,20,0
2018-03-16T04:00:00Z,47,0,32,15,18,0,25,0,4,7,19,6,15,7,25,0,25,0,25,11,0,19,9,29,0,7,7,8,0,0,12,0,6,23,25,27,28,0,0,19,0,30,37,34,0,0,1,0,18,17,0,2,4,0,17,0,0,21,30,0,14,22,30,0,20,17,27,0,20,0
2018-03-16T05:00:00Z,45,0,33,22,19,0,21,0,22,15,16,7,25,8,25,0,26,0,29,6,0,21,10,15,0,5,6,7,0,0,12,0,4,19,22,19,17,0,0,18,0,30,41,38,0,0,3,0,20,20,0,0,5,0,18,0,0,22,34,0,8,23,25,0,17,15,19,0,17,0
2018-03-16T06:00:00Z,41,0,32,24,19,0,16,0,17,17,20,11,31,6,23,0,28,0,30,7,0,20,15,19,0,7,6,4,0,0,11,0,7,7,8,32,31,0,0,16,0,22,38,31,0,0,0,0,24,21,0,2,16,0,21,0,0,8,34,0,10,23,20,0,17,14,15,0,31,0
2018-03-16T07:00:00Z,34,0,33,13,16,0,11,0,28,18,28,23,15,8,31,0,34,0,34,19,0,21,34,13,0,5,7,5,0,0,14,0,16,3,1,48,44,0,0,18,0,25,35,23,0,0,6,0,21,20,0,7,24,0,27,0,0,0,46,0,21,23,17,0,20,18,18,0,40,0
2018-03-16T08:00:00Z,34,0,27,14,13,0,4,0,29,18,29,29,25,9,37,0,22,0,24,24,0,17,39,14,0,8,4,7,0,0,22,0,22,0,0,37,36,0,0,16,0,29,37,19,0,0,14,0,16,24,0,17,47,0,36,0,0,13,34,0,24,33,18,0,32,25,25,0,32,0
2018-03-16T09:00:00Z,33,0,18,15,14,0,3,0,19,16,15,27,28,14,50,0,18,0,22,23,0,13,33,19,0,9,8,7,0,0,23,0,18,0,1,26,27,0,0,22,0,30,38,6,0,0,13,0,13,24,0,14,19,0,31,0,0,18,33,0,26,29,20,0,24,22,19,0,34,0
2018-03-16T10:00:00Z,38,0,12,14,15,0,5,0,26,18,14,22,27,12,49,0,12,0,11,26,0,12,40,18,0,5,9,8,0,0,18,0,15,10,5,18,14,0,0,17,0,18,49,3,0,0,13,0,13,22,0,17,29,0,24,0,0,22,25,0,21,25,17,0,24,18,11,0,20,0
2018-03-16T11:00:00Z,36,0,8,14,17,0,11,0,25,21,9,21,20,19,44,0,5,0,5,15,0,11,52,17,0,4,7,8,0,0,16,0,13,15,15,17,14,0,0,17,0,19,48,14,0,0,17,0,16,20,0,16,25,0,30,0,0,21,19,0,20,26,11,0,26,18,9,0,12,0
2018-03-16T12:00:00Z,41,0,9,12,16,0,18,0,17,15,8,22,20,21,37,0,8,0,2,19,0,12,85,17,0,6,5,6,0,0,15,0,15,14,16,32,27,0,0,21,0,22,51,46,0,0,9,0,20,22,0,15,20,0,30,0,0,17,11,0,21,25,13,0,24,17,8,0,22,0
2018-03-16T13:00:00Z,41,0,9,11,15,0,17,0,16,8,6,20,18,25,37,0,5,0,12,16,0,11,85,12,0,8,6,8,0,0,16,0,12,14,11,46,35,0,0,13,0,30,35,34,0,0,12,0,23,22,0,15,14,0,25,0,0,19,6,0,23,23,24,0,22,14,7,0,28,0
2018-03-16T14:00:00Z,43,0,6,13,17,0,11,0,18,10,12,21,22,20,27,0,12,0,40,18,0,13,65,11,0,8,6,10,0,0,18,0,12,10,9,44,36,0,0,9,0,26,35,24,0,0,8,0,20,23,0,11,16,0,25,0,0,17,5,0,21,26,26,0,20,16,4,0,26,0
2018-03-16T15:00:00Z,46,0,3,16,18,0,16,0,18,9,11,16,19,14,20,0,16,0,36,16,0,15,26,6,0,6,8,11,0,0,16,0,10,9,8,37,36,0,0,10,0,21,45,21,0,0,9,0,17,21,0,11,10,0,34,0,0,16,17,0,18,27,23,0,19,16,8,0,23,0
2018-03-16T16:00:00Z,49,0,7,22,19,0,12,0,22,9,10,19,23,14,23,0,34,0,40,17,0,17,28,18,0,6,9,9,0,0,20,0,12,10,12,32,28,0,0,10,0,16,38,32,0,0,12,0,15,25,0,14,13,0,31,0,0,16,37,0,21,28,24,0,24,16,15,0,14,0
2018-03-16T17:00:00Z,46,0,24,14,19,0,19,0,18,14,33,25,20,11,27,0,45,0,54,15,0,15,23,10,0,6,10,7,0,0,21,0,11,7,10,26,23,0,0,8,0,19,24,30,0,0,13,0,16,24,0,12,13,0,38,0,0,22,37,0,19,26,18,0,16,22,11,0,11,0
2018-03-16T18:00:00Z,48,0,20,23,19,0,18,0,29,21,29,11,19,16,28,0,36,0,45,13,0,17,29,10,0,8,8,7,0,0,25,0,8,12,14,24,22,0,0,11,0,15,19,27,0,0,11,0,14,25,0,13,28,0,37,0,0,26,34,0,24,41,25,0,17,23,31,0,11,0
2018-03-16T19:00:00Z,47,0,18,23,20,0,26,0,38,27,25,26,24,15,31,0,32,0,34,19,0,31,30,10,0,3,7,6,0,0,38,0,9,18,18,22,19,0,0,15,0,17,22,22,0,0,18,0,13,25,0,22,28,0,29,0,0,36,32,0,28,36,36,0,20,34,27,0,11,0
2018-03-16T20:00:00Z,45,0,16,21,22,0,32,0,63,36,23,25,28,11,44,0,25,0,27,28,0,32,31,23,0,5,7,7,0,0,36,0,14,28,27,14,11,0,0,17,0,18,21,24,0,0,23,0,16,24,0,0,31,0,36,0,0,32,29,0,47,40,33,0,24,38,23,0,16,0
2018-03-16T21:00:00Z,53,0,19,21,28,0,31,0,78,43,20,33,34,8,37,0,28,0,28,35,0,19,33,12,0,9,8,7,0,0,28,0,23,28,32,14,8,0,0,17,0,20,12,25,0,0,19,0,20,29,0,21,34,0,37,0,0,25,30,0,43,37,25,0,15,28,21,0,21,0
2018-03-16T22:00:00Z,48,0,18,15,20,0,26,0,51,37,15,28,31,14,45,0,18,0,19,30,0,25,26,10,0,13,8,6,0,0,31,0,23,25,30,17,12,0,0,27,0,23,13,18,0,0,24,0,16,28,0,20,30,0,29,0,0,30,16,0,36,34,22,0,16,30,19,0,18,0
2018-03-16T23:00:00Z,44,0,24,12,19,0,22,0,49,29,6,29,24,8,40,0,13,0,10,29,0,24,25,39,0,17,10,9,0,0,35,0,22,26,26,17,12,0,0,29,0,25,19,12,0,0,28,0,17,24,0,0,22,0,22,0,0,34,15,0,36,27,18,0,25,32,14,0,20,0
2018-03-17T00:00:00Z,43,0,17,8,14,0,20,0,34,22,5,22,17,13,36,0,11,0,9,25,0,17,23,24,0,22,14,11,0,0,29,17,18,21,23,18,18,0,0,27,17,26,17,17,0,0,27,0,13,22,10,19,44,0,24,0,0,22,14,0,31,25,15,0,14,28,3,11,22,0
2018-03-17T01:00:00Z,46,0,11,8,15,0,12,0,37,25,6,22,16,15,41,0,12,0,9,24,0,14,18,22,0,21,14,11,0,0,28,0,18,10,15,24,26,0,0,27,0,24,14,13,0,0,21,0,13,21,0,28,42,0,19,0,0,14,14,0,26,24,16,0,14,29,2,0,24,0
2018-03-17T02:00:00Z,43,0,8,11,12,0,9,0,38,36,17,23,26,14,30,0,18,0,19,27,0,10,25,26,0,19,12,13,0,0,20,0,23,11,10,23,23,0,0,26,0,22,17,10,0,0,16,0,14,19,0,25,22,0,18,0,0,16,23,0,32,28,10,0,15,22,3,0,23,0
2018-03-17T03:00:00Z,38,0,10,13,13,0,8,0,17,10,18,15,27,18,28,0,24,0,22,19,0,8,17,16,0,19,18,15,0,0,20,0,16,10,10,16,21,0,0,22,0,18,17,19,0,0,10,0,16,20,0,14,20,0,20,0,0,6,31,0,22,24,13,0,12,24,13,0,19,0
2018-03-17T04:00:00Z,37,0,9,11,13,0,9,0,16,12,12,11,10,23,27,0,21,0,18,14,0,8,14,9,0,19,20,16,0,0,12,0,12,11,8,19,19,0,0,16,0,14,17,20,0,0,12,0,22,16,0,20,14,0,11,0,0,12,24,0,18,16,20,0,9,15,15,0,20,0
2018-03-17T05:00:00Z,33,0,8,11,13,0,15,0,14,6,17,10,8,22,14,0,24,0,21,13,0,6,3,10,0,15,24,17,0,0,12,0,10,15,12,18,18,0,0,17,0,13,16,18,0,0,8,0,25,17,0,9,6,0,14,0,0,17,26,0,15,20,17,0,4,11,15,0,14,0
2018-03-17T06:00:00Z,31,0,10,12,16,0,14,0,11,9,18,11,9,16,17,0,16,0,16,14,0,6,15,14,0,13,16,23,0,0,9,0,13,18,16,14,14,0,0,14,0,10,14,19,0,0,10,0,17,14,0,19,7,0,12,0,0,25,22,0,12,17,21,0,3,10,13,0,13,0
2018-03-17T07:00:00Z,28,0,9,16,19,0,12,0,15,7,13,11,8,17,15,0,13,0,13,13,0,15,11,9,0,14,14,26,0,0,12,0,12,14,16,8,12,0,0,14,0,13,17,11,0,0,11,0,17,17,0,7,9,0,10,0,0,18,20,0,13,14,27,0,5,14,15,0,8,0
2018-03-17T08:00:00Z,27,0,13,10,16,0,12,0,28,12,14,15,12,23,15,0,10,0,9,16,0,13,14,10,0,13,16,19,0,0,12,0,15,17,17,10,10,0,0,10,0,10,16,10,0,0,13,0,19,14,0,7,14,0,9,0,0,28,18,0,16,11,26,0,7,16,13,0,12,0
2018-03-17T09:00:00Z,27,0,12,12,17,0,9,0,32,13,6,16,14,19,15,0,9,0,9,19,0,15,17,12,0,12,12,19,0,0,15,0,17,16,14,11,10,0,0,11,0,9,15,12,0,0,16,0,11,8,0,10,10,0,9,0,0,13,17,0,22,10,21,0,15,17,11,0,10,0
2018-03-17T10:00:00Z,26,0,18,17,18,0,9,0,24,16,11,22,18,14,23,0,12,0,11,22,0,10,22,15,0,12,11,23,0,0,14,0,17,12,11,8,9,0,0,9,0,11,16,9,0,0,14,0,12,10,0,8,16,0,12,0,0,14,17,0,23,12,19,0,13,16,11,0,10,0
2018-03-17T11:00:00Z,26,0,14,17,17,0,6,0,39,9,12,19,20,25,25,0,7,0,5,19,0,16,16,9,0,10,12,20,0,0,16,0,16,12,11,28,13,0,0,8,0,9,16,9,0,0,13,0,12,10,0,12,19,0,10,0,0,16,15,0,20,14,25,0,16,19,11,0,10,0
2018-03-17T12:00:00Z,30,0,12,16,12,0,8,0,32,11,15,17,13,21,28,0,6,0,6,21,0,14,17,18,0,13,11,20,0,0,20,0,16,14,12,50,13,0,0,11,0,12,18,4,0,0,13,0,12,11,0,11,20,0,15,0,0,11,12,0,22,18,14,0,9,20,9,0,7,0
2018-03-17T13:00:00Z,28,0,16,15,17,0,10,0,33,8,13,20,14,34,30,0,6,0,8,24,0,10,18,1,0,16,12,19,0,0,22,0,18,9,12,32,11,0,0,11,0,14,17,6,0,0,13,0,12,12,0,14,31,0,13,0,0,19,13,0,29,19,8,0,9,22,14,0,11,0
2018-03-17T14:00:00Z,31,0,13,9,10,0,8,0,34,14,12,23,15,24,36,0,6,0,7,24,0,11,23,20,0,15,12,18,0,0,21,0,18,13,14,21,10,0,0,11,0,16,18,10,0,0,14,0,14,18,0,12,27,0,13,0,0,16,16,0,31,21,21,0,15,23,10,0,9,0
2018-03-17T15:00:00Z,32,0,15,11,13,0,9,0,27,12,12,31,16,19,29,0,6,0,10,28,0,9,22,15,0,12,12,27,0,0,23,0,20,14,16,35,13,0,0,12,0,14,21,6,0,0,15,0,14,21,0,0,34,0,16,0,0,18,12,0,34,20,31,0,12,25,14,0,10,0
2018-03-17T16:00:00Z,37,0,16,10,14,0,8,0,48,14,14,24,14,26,27,0,8,0,10,28,0,8,26,16,0,18,14,25,0,0,27,0,22,17,16,15,12,0,0,17,0,17,18,11,0,0,15,0,12,20,0,13,23,0,16,0,0,16,0,0,25,21,10,0,14,24,15,0,12,0
2018-03-17T17:00:00Z,33,0,14,11,14,0,13,0,34,14,9,20,14,23,21,0,10,0,9,26,0,13,24,7,0,10,17,20,0,0,22,0,20,16,19,18,10,0,0,22,0,13,20,8,0,0,13,0,13,20,0,19,25,0,19,0,0,18,6,0,27,20,15,0,12,23,9,0,16,0
2018-03-17T18:00:00Z,32,0,16,19,14,0,12,0,39,14,9,22,24,16,24,0,10,0,10,24,0,14,22,17,0,20,16,17,0,0,18,0,20,17,17,17,8,0,0,22,0,15,16,8,0,0,14,0,15,19,0,17,24,0,17,0,0,32,10,0,24,22,18,0,11,19,10,0,12,0
2018-03-17T19:00:00Z,26,0,16,15,12,0,12,0,27,15,7,21,18,17,19,0,10,0,11,26,0,17,21,16,0,19,19,16,0,0,17,0,20,21,23,14,6,0,0,17,0,14,20,11,0,0,15,0,15,19,0,15,17,0,18,0,0,22,17,0,22,20,21,0,14,20,10,0,14,0
2018-03-17T20:00:00Z,28,0,14,18,15,0,11,0,31,17,10,19,22,11,21,0,15,0,12,22,0,19,21,13,0,8,20,14,0,0,15,0,19,19,20,12,10,0,0,15,0,9,18,9,0,0,16,0,14,20,0,17,12,0,17,0,0,18,16,0,20,20,14,0,17,18,11,0,15,0
2018-03-17T21:00:00Z,26,0,12,17,16,0,10,0,24,16,10,18,20,10,22,0,15,0,16,22,0,19,21,10,0,14,12,13,0,0,19,0,17,20,15,15,11,0,0,9,0,10,21,12,0,0,16,0,16,22,0,18,14,0,19,0,0,24,9,0,21,20,20,0,13,22,12,0,14,0
2018-03-17T22:00:00Z,26,0,14,13,13,0,9,0,17,14,13,16,21,9,29,0,23,0,18,18,0,18,17,13,0,12,14,10,0,0,20,0,16,15,13,12,9,0,0,18,0,11,21,14,0,0,17,0,17,22,0,13,15,0,15,0,0,9,16,0,21,19,17,0,13,23,7,0,14,0
2018-03-17T23:00:00Z,21,0,13,18,11,0,8,0,15,15,11,16,19,13,32,0,16,0,14,19,0,15,17,13,0,12,10,10,0,0,22,0,17,16,11,13,13,0,0,21,0,5,20,13,0,0,18,0,14,19,0,15,15,0,17,0,0,24,19,0,20,19,16,0,10,26,11,0,10,0
2018-03-18T00:00:00Z,24,0,10,13,10,0,11,0,31,14,12,19,16,11,30,0,12,0,11,22,0,13,20,12,0,11,13,8,0,0,23,17,21,12,12,14,10,0,0,21,28,10,22,13,0,0,16,0,12,17,0,13,15,0,16,0,0,16,22,0,26,21,15,0,10,26,12,20,10,0
2018-03-18T01:00:00Z,20,0,10,11,9,0,9,0,14,12,13,23,15,13,29,0,12,0,11,28,0,10,24,11,0,12,12,7,0,0,24,0,27,16,13,11,11,0,0,14,0,16,23,12,0,0,17,0,11,20,0,13,13,0,20,0,0,21,16,0,28,22,14,0,9,26,12,0,11,0
2018-03-18T02:00:00Z,23,0,8,10,9,0,10,0,21,11,10,24,17,5,36,0,14,0,16,23,0,6,24,11,0,8,10,7,0,0,24,0,24,16,13,11,9,0,0,14,0,12,26,17,0,0,19,0,13,23,0,15,19,0,16,0,0,19,17,0,27,21,16,0,10,25,11,0,14,0
2018-03-18T03:00:00Z,29,0,6,12,9,0,12,0,14,14,8,20,16,14,35,0,19,0,16,26,0,8,22,13,0,10,8,8,0,0,23,0,24,15,17,13,10,0,0,15,0,11,25,20,0,0,15,0,12,25,0,13,18,0,17,0,0,28,18,0,27,20,18,0,12,24,8,0,16,0
2018-03-18T04:00:00Z,27,0,8,11,11,0,13,0,15,13,9,22,16,10,32,0,15,0,15,27,0,7,25,14,0,12,9,6,0,0,23,0,27,16,18,13,12,0,0,22,0,12,24,18,0,0,12,0,13,24,0,18,17,0,20,0,0,30,17,0,26,18,15,0,13,27,8,0,14,0
