,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-6.654558, 54.353728)","(-5.974944, 54.572586)","(-5.928833, 54.59965)","(-1.830583, 52.511722)","(-1.875024, 52.47609)","(-4.041924, 51.074793)","(-2.583975, 51.457968)","(-2.584482, 51.462839)","(-2.293772, 53.559029)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.490082, 52.407708)","(-7.331179, 55.002818)","(-0.265617, 51.51895)","(-1.358547, 54.516667)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-1.124228, 52.638677)","(-2.844333, 53.34633)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-1.188851, 52.969377)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(-0.940382, 51.454896)","(0.634889, 51.45617)","(-1.463484, 50.920265)","(-4.227678, 50.411463)","(-0.636811, 53.58634)","(-0.300306, 52.132417)","(-1.478096, 53.378622)","(-2.742134, 53.451826)","(-0.05955, 51.480499)","(-1.395778, 50.90814)","(-2.111898, 52.980436)","(-0.449548, 50.916932)","(-3.947374, 51.632696)","(0.317969, 51.47707)","(-2.615358, 53.38928)","(-3.002778, 53.04222)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2017-01-03T23:00:00Z,19,0,8,7,7,8,0,11,0,11,5,10,10,4,10,9,6,8,6,0,0,5,13,2,10,0,2,1,3,0,12,0,14,4,11,4,6,8,9,2,0,0,12,10,18,4,0,6,0,0,0,6,8,13,11,8,4,14,5,0,11,0,6,14,13,14,9,0,6,1
2017-01-04T00:00:00Z,18,0,4,16,3,2,0,10,0,9,5,10,10,2,15,10,4,12,7,0,0,7,11,0,9,0,3,3,3,0,14,0,8,7,7,3,4,10,10,3,19,-2,15,9,11,3,0,6,0,0,12,10,8,11,10,6,2,10,3,0,8,0,10,12,6,17,12,17,7,0
2017-01-04T01:00:00Z,17,0,4,15,5,5,0,9,0,5,6,7,15,2,10,9,2,10,9,0,0,4,8,-1,9,0,5,5,7,4,10,0,8,5,9,5,6,10,12,2,0,1,10,6,7,3,0,8,0,0,0,4,7,9,11,7,5,10,3,0,7,0,7,10,6,9,12,0,7,0
2017-01-04T02:00:00Z,18,0,3,13,4,6,0,11,0,3,4,8,12,0,15,7,2,8,8,0,0,3,11,2,9,0,9,9,5,8,9,0,7,6,10,2,4,10,8,4,0,0,7,5,7,3,0,9,0,0,0,6,6,9,11,9,4,11,5,0,6,0,7,7,9,12,10,0,2,1
2017-01-04T03:00:00Z,15,0,1,9,2,5,0,13,0,5,7,9,10,0,8,7,4,6,2,0,0,2,8,4,9,0,10,12,12,10,11,0,6,5,6,2,4,10,9,12,0,0,5,6,10,3,0,10,0,0,0,6,6,9,10,8,2,9,4,0,5,0,7,5,15,8,9,0,4,-1
2017-01-04T04:00:00Z,16,0,2,6,3,4,0,11,0,6,3,9,10,6,9,7,2,5,2,0,0,0,10,5,8,0,18,13,13,9,11,0,6,4,8,0,6,11,7,8,0,4,6,9,8,3,0,7,0,0,0,2,7,7,10,10,3,11,5,0,6,0,4,10,14,10,10,0,2,-1
2017-01-04T05:00:00Z,15,0,3,8,1,4,0,13,0,8,5,8,11,3,8,6,4,20,1,0,0,3,12,6,8,0,18,12,20,10,14,0,7,4,7,2,4,11,9,18,0,8,1,5,7,6,0,5,0,0,0,7,9,8,13,10,2,10,7,0,8,0,11,9,8,8,11,0,1,1
2017-01-04T06:00:00Z,14,0,2,12,5,4,0,12,0,7,3,9,11,11,10,6,6,18,4,0,0,0,14,18,11,0,22,12,17,11,13,0,11,5,3,3,6,12,10,22,0,10,8,7,11,4,0,6,0,0,0,7,15,11,17,11,7,13,5,0,8,0,14,12,10,10,10,0,9,6
2017-01-04T07:00:00Z,11,0,5,19,5,6,0,12,0,8,3,9,14,15,13,6,5,22,6,0,0,2,14,14,11,0,24,13,16,14,12,0,10,6,7,10,6,19,10,20,0,12,13,7,12,12,0,4,0,0,0,7,12,8,18,10,14,13,6,0,11,0,17,16,9,7,10,0,18,27
2017-01-04T08:00:00Z,8,0,6,41,16,5,0,8,0,10,7,10,18,20,16,7,5,22,5,0,0,6,16,11,11,0,22,12,19,13,9,0,11,5,12,19,13,25,13,19,0,12,18,11,6,14,0,7,0,0,0,7,11,8,21,13,19,10,8,0,13,0,20,11,8,8,11,0,18,23
2017-01-04T09:00:00Z,10,0,12,39,18,8,0,12,0,15,11,10,18,21,15,6,14,25,12,0,0,13,18,11,13,0,19,12,18,12,14,0,9,7,8,20,16,25,19,20,0,10,20,13,0,12,0,6,0,0,0,7,11,5,16,8,21,13,17,0,14,0,7,11,14,9,13,0,15,16
2017-01-04T10:00:00Z,10,0,15,47,28,8,0,12,0,0,15,15,21,19,9,7,21,22,19,11,0,21,19,15,13,0,20,11,21,15,7,0,9,8,7,20,18,11,17,15,0,8,20,19,0,38,0,6,0,0,0,6,16,8,24,11,19,18,26,0,0,0,14,11,18,12,14,0,10,17
2017-01-04T11:00:00Z,12,0,21,36,25,12,0,14,0,0,8,20,18,31,22,6,16,20,19,18,0,22,17,48,12,0,19,12,16,15,15,0,9,12,11,183,22,32,14,17,0,5,14,25,0,51,0,-2,0,0,0,4,13,10,35,10,12,21,27,0,0,0,15,13,14,13,12,0,12,18
2017-01-04T12:00:00Z,11,0,20,27,21,13,0,9,0,0,15,25,17,58,30,5,16,15,18,23,0,22,21,58,14,0,22,12,15,16,24,0,17,11,13,98,31,28,17,14,0,6,16,30,0,46,0,3,0,0,0,7,13,21,13,24,13,21,26,0,0,0,12,11,12,21,11,0,13,32
2017-01-04T13:00:00Z,13,0,23,28,19,19,0,10,0,0,22,48,17,55,24,8,14,8,14,27,0,18,33,42,18,0,22,12,13,12,17,0,14,18,22,76,33,29,17,16,0,8,13,20,0,31,0,8,0,0,0,7,13,15,8,26,14,21,22,0,0,0,19,12,16,17,13,0,12,39
2017-01-04T14:00:00Z,13,0,22,30,21,22,18,9,0,0,21,80,20,44,18,6,13,16,14,32,0,18,32,35,22,0,23,12,17,12,18,0,19,18,25,54,29,30,21,16,0,10,17,23,0,31,0,4,0,0,0,8,41,12,13,17,18,32,22,0,0,0,35,43,7,14,15,0,11,34
2017-01-04T15:00:00Z,13,0,31,29,19,25,25,15,0,0,22,75,13,40,24,10,13,19,13,0,0,17,41,35,22,0,33,19,22,18,18,0,20,20,25,58,23,36,27,16,0,7,13,26,0,36,0,3,0,0,0,15,50,15,11,10,11,39,26,0,0,0,37,55,9,17,18,0,10,25
2017-01-04T16:00:00Z,10,5,46,42,25,19,35,14,0,0,27,80,17,39,23,16,21,21,27,11,0,66,36,37,26,0,25,12,22,18,20,0,24,23,24,64,26,51,32,17,0,10,14,21,22,35,0,9,0,0,0,16,51,16,22,10,9,43,20,0,0,0,31,50,14,19,15,0,13,0
2017-01-04T17:00:00Z,8,11,73,42,25,23,30,16,0,0,37,64,24,43,24,18,18,23,26,22,0,86,37,25,30,0,25,10,20,14,17,0,19,23,21,42,26,37,38,16,0,13,19,22,26,43,0,15,0,0,0,14,52,14,17,12,12,28,22,0,0,0,38,48,18,18,16,0,10,18
2017-01-04T18:00:00Z,5,10,97,44,26,21,19,19,0,0,28,68,24,45,20,18,16,23,17,20,0,63,35,19,28,0,26,12,24,18,18,0,18,27,27,48,23,40,32,18,0,10,20,26,43,41,0,20,0,0,0,17,46,14,19,17,9,24,21,0,0,0,34,46,31,16,18,0,11,14
2017-01-04T19:00:00Z,8,6,86,68,27,22,34,17,0,0,30,61,23,37,20,17,14,32,23,20,0,99,41,20,44,0,29,11,24,19,17,0,24,29,36,60,22,46,25,16,0,11,26,30,46,41,0,21,0,0,0,19,26,14,16,28,14,21,19,0,0,0,46,48,26,17,20,0,16,16
2017-01-04T20:00:00Z,8,4,101,73,34,19,34,18,0,0,32,52,30,29,17,22,13,36,26,20,0,91,39,20,35,0,31,10,28,21,14,0,23,25,27,45,20,38,21,16,0,10,24,29,30,34,0,22,0,0,0,21,25,13,18,22,12,20,17,0,0,0,38,37,19,15,32,0,17,25
2017-01-04T21:00:00Z,7,4,77,74,59,17,23,17,0,0,34,50,28,19,19,25,11,30,13,18,0,113,39,5,33,0,37,10,30,18,17,0,22,21,21,30,17,37,24,11,0,10,20,32,32,40,0,19,0,0,0,21,23,18,32,20,10,17,18,0,0,0,35,42,20,15,36,0,16,20
2017-01-04T22:00:00Z,8,9,75,80,54,17,24,19,0,0,27,46,25,21,17,20,11,18,13,17,0,69,25,21,21,0,40,9,26,15,15,0,19,18,20,36,15,33,25,16,0,5,14,23,24,38,0,17,0,0,0,16,21,15,36,16,11,18,18,0,0,0,24,0,24,15,37,0,16,14
2017-01-04T23:00:00Z,7,9,50,71,53,21,14,18,0,0,24,29,23,22,21,21,13,20,10,16,0,59,22,6,19,0,26,9,39,18,16,0,16,16,17,30,13,24,18,7,0,7,18,20,23,20,0,18,0,0,0,15,21,16,28,18,12,17,19,0,0,0,24,0,15,14,40,0,12,12
2017-01-05T00:00:00Z,8,9,44,72,35,22,21,23,0,0,15,26,17,23,19,19,11,19,8,15,0,27,24,18,13,0,28,8,27,12,15,0,18,14,17,25,11,22,14,14,34,7,17,18,20,15,0,18,0,0,15,15,24,14,24,15,8,17,14,0,25,0,17,23,13,16,40,23,10,10
2017-01-05T01:00:00Z,7,15,40,82,19,20,31,16,0,0,17,24,15,24,17,20,10,20,11,13,0,20,24,6,17,0,25,8,18,10,15,0,17,15,17,12,12,25,17,16,0,5,17,13,19,13,0,14,0,0,0,16,19,14,20,16,10,19,16,0,18,0,19,17,29,16,31,0,12,6
2017-01-05T02:00:00Z,8,5,36,38,14,26,18,16,0,0,13,19,15,20,18,17,11,16,9,13,0,19,21,8,21,0,19,7,19,15,13,0,17,16,15,8,7,20,13,15,0,7,10,12,18,13,0,15,0,0,0,15,7,15,19,15,8,17,20,0,17,0,14,14,17,14,22,0,8,4
2017-01-05T03:00:00Z,8,7,34,11,10,22,19,15,0,0,20,14,16,18,18,15,5,14,6,14,0,11,19,5,26,0,20,7,21,13,12,0,17,12,14,7,8,15,19,7,0,8,12,18,18,12,0,16,0,0,0,14,14,15,17,14,8,18,15,0,23,0,12,19,15,12,25,0,9,7
2017-01-05T04:00:00Z,21,6,31,17,7,21,30,16,0,0,25,15,15,14,19,20,6,11,9,15,0,11,23,3,27,0,21,7,14,9,16,0,14,12,16,8,6,14,21,9,0,8,8,11,15,10,0,14,0,0,0,12,10,13,16,16,9,15,12,0,15,0,10,17,12,18,21,0,7,0
2017-01-05T05:00:00Z,10,8,36,16,10,27,33,15,0,0,24,15,13,33,16,27,10,15,8,16,0,13,25,6,31,0,16,8,16,13,18,0,19,16,16,5,9,15,31,8,0,2,3,12,19,16,0,13,0,0,0,11,13,11,20,13,6,15,12,0,20,0,17,18,11,15,24,0,6,7
2017-01-05T06:00:00Z,9,3,37,22,9,26,52,21,0,0,21,19,13,27,20,16,4,23,11,17,0,12,26,8,28,0,16,10,11,11,15,0,16,20,20,10,18,20,28,6,0,2,8,13,17,15,0,12,0,0,0,15,18,13,22,16,8,20,16,0,34,0,27,29,16,18,31,0,6,6
2017-01-05T07:00:00Z,8,6,43,26,9,37,50,51,0,0,18,25,13,23,23,16,9,21,13,17,0,14,34,9,33,0,15,12,13,14,14,0,22,19,25,13,40,27,32,8,0,4,8,15,20,32,0,12,0,0,0,17,16,16,28,16,5,28,22,0,23,0,28,44,20,17,33,0,6,12
2017-01-05T08:00:00Z,7,5,52,50,12,41,54,72,0,0,28,28,19,26,27,16,11,16,19,21,0,14,32,9,42,0,16,15,13,18,17,0,27,28,29,13,34,50,27,7,0,4,8,19,18,37,0,12,0,0,0,23,23,14,28,19,10,27,33,0,30,0,42,42,26,22,37,0,13,11
2017-01-05T09:00:00Z,10,3,47,50,17,47,70,60,0,0,31,36,27,26,34,16,18,25,30,26,0,16,61,7,50,0,18,13,13,26,24,0,31,41,29,15,24,51,49,13,0,6,0,29,26,43,0,11,0,0,0,30,33,16,31,20,12,30,36,0,44,0,48,41,22,31,43,0,12,10
2017-01-05T10:00:00Z,14,5,36,55,20,34,75,30,0,0,32,47,24,21,29,17,20,26,29,23,0,13,55,9,62,0,23,10,10,28,22,0,31,32,34,94,35,0,32,11,0,9,0,35,28,35,0,13,0,0,0,26,35,20,38,0,10,26,41,0,42,0,39,28,18,24,44,0,12,13
2017-01-05T11:00:00Z,10,6,22,61,16,23,31,30,0,0,27,66,25,15,27,19,24,0,28,29,0,16,38,21,41,0,18,18,16,0,20,0,23,26,33,106,22,0,29,13,0,15,14,42,24,43,0,15,0,0,0,27,24,22,53,0,20,40,39,0,68,0,45,28,0,23,45,0,15,33
2017-01-05T12:00:00Z,13,6,22,36,19,23,46,30,0,0,53,65,35,27,34,19,15,0,20,34,0,11,43,12,42,0,18,9,20,21,21,0,30,24,30,58,38,0,28,11,0,18,16,47,21,59,0,16,0,0,0,28,28,21,105,0,23,56,31,0,55,0,39,26,0,24,43,0,12,51
2017-01-05T13:00:00Z,12,6,48,24,18,24,44,0,0,0,54,77,27,32,37,19,14,29,21,25,0,12,50,11,35,0,21,9,30,23,22,0,0,23,23,47,40,53,19,16,0,27,9,50,26,75,0,19,0,0,0,27,34,0,81,0,21,57,28,0,49,0,43,32,0,22,36,0,15,49
2017-01-05T14:00:00Z,14,5,88,35,19,25,52,32,0,0,42,81,24,25,40,19,17,33,18,37,0,13,50,11,37,0,22,10,24,26,24,0,0,23,28,29,32,56,18,17,0,20,10,42,25,60,0,16,0,0,0,24,34,0,52,0,27,29,26,0,52,0,44,30,0,22,28,0,14,40
2017-01-05T15:00:00Z,12,5,59,53,24,28,53,43,0,0,50,64,28,24,38,27,21,34,41,38,0,11,0,16,35,0,16,13,19,27,24,0,34,26,29,29,43,62,17,14,0,21,11,45,23,56,0,16,0,0,0,21,36,19,99,0,24,33,24,0,61,0,45,36,0,21,27,0,20,28
2017-01-05T16:00:00Z,13,4,27,47,26,36,46,45,0,0,46,58,40,30,46,26,19,32,46,36,0,12,61,12,44,0,15,11,12,27,31,0,49,33,39,34,32,59,22,21,0,22,16,43,34,57,0,19,0,0,0,28,28,19,100,0,34,33,36,0,59,0,43,40,0,37,27,0,20,28
2017-01-05T17:00:00Z,11,3,23,32,21,62,49,32,0,0,52,63,46,25,41,34,25,32,42,34,0,14,74,11,45,0,15,13,15,19,41,0,45,34,50,47,41,59,25,21,0,25,36,52,39,67,0,15,0,0,0,40,34,20,64,0,32,44,50,0,77,0,47,38,0,44,26,0,18,28
2017-01-05T18:00:00Z,10,3,20,37,23,49,62,22,0,0,60,37,49,19,45,38,24,38,58,37,0,12,89,16,45,0,20,12,16,14,32,0,70,33,70,52,48,54,26,13,0,24,54,55,37,64,0,17,0,0,0,46,52,24,69,0,32,51,50,0,81,0,49,33,0,49,35,0,26,25
2017-01-05T19:00:00Z,10,8,19,30,15,49,44,25,0,0,52,54,44,20,42,30,28,45,61,42,0,20,102,13,39,0,22,11,21,18,39,0,69,35,67,59,53,55,26,15,0,26,34,36,41,59,0,21,0,0,0,55,61,27,51,0,36,53,40,0,90,0,44,41,0,58,35,0,27,30
2017-01-05T20:00:00Z,14,12,13,18,11,51,65,22,0,0,41,57,40,20,45,36,47,43,73,51,0,20,98,15,33,0,20,15,23,23,37,0,76,34,49,42,39,51,25,20,0,28,26,43,46,70,0,24,0,0,0,71,45,30,50,0,27,49,37,0,95,0,50,36,0,69,35,0,34,33
2017-01-05T21:00:00Z,12,15,15,19,12,60,65,19,0,0,48,60,35,24,42,35,53,43,82,46,0,12,113,23,30,0,22,14,21,26,38,0,82,38,71,29,31,38,26,21,0,26,26,41,37,67,0,24,0,0,0,74,59,31,49,0,27,52,37,0,107,0,58,54,0,66,32,0,29,31
2017-01-05T22:00:00Z,12,16,10,20,11,58,55,19,0,0,32,79,36,21,36,39,57,39,81,41,0,15,101,25,28,0,21,15,20,26,45,0,78,46,60,29,27,38,25,22,0,17,26,44,36,63,0,25,0,0,0,82,64,27,48,0,26,48,37,0,107,0,39,46,0,62,30,0,32,32
2017-01-05T23:00:00Z,18,13,6,12,11,45,54,15,0,0,20,75,30,24,38,33,46,36,62,42,0,7,113,25,29,0,25,12,25,28,40,0,81,36,50,34,36,33,22,16,0,14,18,47,32,66,0,24,0,0,0,85,63,30,48,0,30,54,30,0,104,0,41,45,0,60,26,0,36,34
2017-01-06T00:00:00Z,26,15,6,20,12,37,53,15,0,0,21,74,31,23,29,31,40,35,54,49,0,9,116,24,24,0,19,9,26,30,43,0,87,34,46,29,38,34,20,18,47,14,18,39,31,57,0,24,0,0,21,81,43,31,44,0,27,54,28,0,90,0,35,42,28,60,29,12,34,34
2017-01-06T01:00:00Z,26,11,9,16,8,34,38,10,0,0,26,68,30,19,21,30,36,34,41,56,0,7,107,24,26,0,19,10,19,24,39,0,79,30,44,29,32,31,22,14,0,15,18,37,28,49,0,17,0,0,0,59,46,34,41,0,28,50,28,0,96,0,35,36,40,55,30,0,29,32
2017-01-06T02:00:00Z,24,9,9,18,8,30,41,15,0,0,23,66,28,20,29,34,33,38,34,54,0,8,97,21,27,0,8,6,12,27,38,0,77,27,42,22,27,32,22,14,0,20,21,36,29,39,0,17,0,0,0,53,34,31,39,0,28,44,26,0,60,0,28,36,31,53,29,0,25,30
2017-01-06T03:00:00Z,21,8,6,23,9,22,24,14,0,0,27,58,28,16,29,31,28,34,29,37,0,15,92,21,30,0,11,3,10,21,43,0,67,30,31,23,20,29,20,13,0,18,25,33,28,34,0,14,0,0,0,47,26,25,36,0,26,43,24,0,69,0,25,40,46,52,28,0,28,23
2017-01-06T04:00:00Z,17,5,5,15,10,22,19,19,0,0,25,46,28,17,29,26,29,31,30,32,0,5,85,15,28,0,10,3,9,17,36,0,48,22,27,17,15,26,20,13,0,20,25,32,32,36,0,16,0,0,0,43,28,33,41,0,26,46,23,0,46,0,30,44,25,43,28,0,27,20
2017-01-06T05:00:00Z,19,3,3,12,6,21,28,27,0,0,23,25,29,12,23,25,27,33,26,35,0,2,77,14,29,0,8,3,8,10,35,0,28,24,25,14,17,23,21,13,0,15,23,30,31,38,0,15,0,0,0,37,30,24,39,0,29,49,26,0,51,0,27,48,23,44,31,0,21,19
2017-01-06T06:00:00Z,21,2,5,10,6,24,19,25,0,0,27,30,28,17,23,24,30,30,29,26,0,3,70,18,27,0,3,6,4,4,32,0,22,22,26,19,21,22,20,14,0,18,21,30,34,38,0,17,0,0,0,37,30,18,40,0,29,46,24,0,37,0,29,47,14,40,27,0,24,24
2017-01-06T07:00:00Z,14,1,7,20,4,23,29,22,0,0,29,37,31,18,23,23,28,30,21,26,0,3,78,19,27,0,4,16,-1,5,27,0,27,22,23,22,27,30,18,17,0,18,17,30,42,43,0,18,0,0,0,33,30,20,48,0,27,40,26,0,38,0,32,64,22,37,28,0,27,22
2017-01-06T08:00:00Z,11,0,8,20,8,19,20,0,0,0,33,36,36,17,21,24,27,33,24,26,0,0,76,18,29,0,6,27,7,5,19,0,32,20,25,28,34,29,20,17,0,19,21,34,42,37,0,16,0,0,0,39,42,16,52,0,25,39,25,0,39,0,30,58,21,19,24,0,0,29
2017-01-06T09:00:00Z,10,0,4,24,7,22,23,0,0,0,27,31,46,9,20,22,22,32,32,26,0,4,67,19,28,0,5,17,5,3,38,0,40,20,24,33,40,30,18,19,0,2,22,29,40,46,0,18,0,0,0,44,55,18,0,0,24,36,23,0,8,0,37,56,28,19,23,0,0,30
2017-01-06T10:00:00Z,10,3,8,18,10,23,37,0,0,0,21,31,47,14,20,24,21,36,23,28,0,5,75,20,24,0,5,10,4,-2,63,0,43,21,26,29,39,34,18,19,0,18,23,31,39,30,0,12,0,0,0,52,0,18,74,0,22,34,25,0,22,0,21,51,25,17,23,0,0,31
2017-01-06T11:00:00Z,8,2,9,24,11,23,52,0,0,0,23,34,25,11,21,24,21,30,23,29,0,3,60,19,26,0,7,8,4,3,44,0,36,23,22,39,39,52,16,19,0,8,22,31,44,26,0,11,0,0,0,41,0,18,64,0,22,33,26,0,47,0,30,48,23,21,23,0,0,24
2017-01-06T12:00:00Z,8,0,9,30,11,27,28,0,0,0,16,40,24,10,30,19,23,36,24,30,0,3,55,21,23,0,8,14,7,7,39,0,0,22,31,42,36,51,16,18,0,11,25,38,33,23,0,5,0,0,0,57,60,21,40,0,23,33,24,0,34,0,39,39,22,23,21,0,0,0
2017-01-06T13:00:00Z,9,-1,11,30,12,21,19,0,0,0,23,53,27,7,25,18,24,38,22,23,0,4,46,28,19,0,11,11,9,8,43,0,21,20,26,37,38,32,12,17,0,19,21,30,23,25,0,4,0,0,0,0,8,21,43,0,23,36,21,0,11,0,35,16,15,22,19,0,0,0
2017-01-06T14:00:00Z,0,2,13,27,12,18,23,0,0,0,22,54,25,17,22,19,18,30,23,24,0,3,59,29,19,0,12,8,9,5,48,0,26,21,30,22,38,28,11,12,0,17,20,30,18,26,0,9,0,0,0,0,17,18,44,0,20,35,22,0,39,0,36,16,15,22,18,0,0,0
2017-01-06T15:00:00Z,6,0,16,31,18,16,20,0,0,0,14,30,18,12,26,18,19,33,20,23,0,8,41,20,21,0,14,8,9,8,44,0,24,20,24,20,44,27,11,12,0,10,20,31,20,25,0,2,0,0,0,0,18,16,28,0,18,39,18,0,27,0,31,18,12,20,20,0,0,0
2017-01-06T16:00:00Z,18,1,24,22,18,17,22,0,0,0,22,29,15,9,31,14,19,32,23,24,0,8,33,16,21,0,13,8,12,8,32,0,24,17,22,14,17,22,10,9,0,12,23,27,19,24,0,4,0,0,0,0,16,19,56,0,21,34,18,0,28,0,30,17,11,20,20,0,0,0
2017-01-06T17:00:00Z,24,3,39,28,17,17,23,0,0,0,23,27,14,13,29,12,20,29,19,23,0,11,34,21,21,0,21,6,13,11,28,0,25,18,25,16,17,21,10,11,0,18,22,26,26,25,0,0,0,0,0,0,20,24,43,0,26,30,17,0,25,0,35,16,13,23,19,0,0,0
2017-01-06T18:00:00Z,25,4,38,13,14,16,18,0,0,0,22,25,15,6,28,21,19,27,19,19,0,12,36,16,20,0,14,6,12,12,25,0,19,14,24,16,17,22,11,13,0,20,25,28,17,25,0,4,0,0,0,0,18,24,34,0,25,30,18,0,23,0,27,17,10,23,17,0,0,0
2017-01-06T19:00:00Z,24,3,42,27,8,15,19,0,0,0,22,21,15,13,28,12,15,29,18,18,0,32,27,10,18,0,17,4,12,10,22,0,18,12,21,18,18,21,11,16,0,17,24,28,16,26,0,7,0,0,0,0,19,18,23,0,28,25,15,0,18,0,27,16,10,20,20,0,0,0
2017-01-06T20:00:00Z,31,1,31,33,9,17,19,0,0,0,25,18,18,17,21,8,16,22,11,17,0,25,19,30,22,0,18,6,10,11,15,0,16,12,16,20,16,20,12,16,0,8,25,26,17,21,0,6,0,0,0,0,19,16,14,0,29,22,15,0,19,0,27,16,8,14,18,0,0,0
2017-01-06T21:00:00Z,27,4,24,28,13,19,30,0,0,0,27,15,12,20,15,8,26,24,30,13,0,19,16,17,30,0,20,5,12,8,19,0,15,10,18,20,15,18,14,14,0,10,25,27,18,21,0,5,0,0,0,0,7,16,12,0,26,18,15,0,12,0,33,16,5,13,18,0,0,0
2017-01-06T22:00:00Z,21,0,13,22,17,18,20,0,0,0,33,13,3,15,14,5,17,17,24,10,0,33,16,20,29,0,8,6,11,18,13,0,13,8,17,19,16,18,17,19,0,6,18,25,13,25,0,-2,0,0,0,0,9,15,8,0,22,15,16,0,11,0,24,14,15,8,24,0,0,0
2017-01-06T23:00:00Z,20,1,10,31,16,18,20,0,0,0,22,8,6,12,6,5,17,16,18,9,0,23,13,18,29,0,8,3,9,15,10,0,10,14,14,16,27,21,18,12,0,6,11,25,4,25,0,2,0,0,0,0,7,12,5,0,23,12,14,0,10,0,19,13,4,7,25,0,0,0
2017-01-07T00:00:00Z,14,1,10,17,17,20,16,0,0,0,20,7,4,15,10,5,23,15,21,7,0,18,11,17,26,0,9,2,4,10,8,0,9,11,16,17,17,17,11,13,18,6,13,27,5,29,0,3,0,0,12,0,4,8,6,0,22,11,18,0,6,0,22,10,5,6,30,11,0,0
2017-01-07T01:00:00Z,6,2,12,18,10,23,14,0,0,0,23,5,3,13,9,5,23,11,20,8,0,19,9,17,31,0,8,2,6,12,10,0,10,17,17,15,19,18,8,13,0,4,14,29,3,27,0,4,0,0,0,0,2,6,4,0,22,13,18,0,8,0,20,8,5,4,29,0,0,0
2017-01-07T02:00:00Z,4,1,9,10,9,20,9,0,0,0,25,5,2,14,6,5,20,11,17,8,0,10,11,16,27,0,8,2,4,6,8,0,10,20,17,11,16,20,11,12,0,6,8,32,4,28,0,3,0,0,0,0,1,8,7,0,22,13,19,0,3,0,19,5,5,4,30,0,0,0
2017-01-07T03:00:00Z,6,-1,9,23,10,13,14,0,0,0,23,4,0,14,6,5,20,8,15,6,0,3,8,13,26,0,4,2,3,5,8,0,7,17,17,4,10,23,13,11,0,3,11,30,7,26,0,0,0,0,0,0,4,6,6,0,20,14,8,0,4,0,19,4,6,5,26,0,0,0
2017-01-07T04:00:00Z,7,1,7,8,9,17,8,0,0,0,22,8,5,11,6,6,14,8,13,6,0,2,11,15,27,0,3,2,3,6,6,0,10,12,18,7,10,22,13,11,0,2,12,25,8,23,0,7,0,0,0,0,8,5,7,0,16,17,4,0,7,0,15,3,8,5,29,0,0,0
2017-01-07T05:00:00Z,7,4,5,15,7,21,7,0,0,0,23,9,8,7,5,4,7,11,6,8,0,3,16,12,31,0,4,1,7,8,14,0,15,14,18,3,9,24,10,10,0,4,16,26,10,19,0,0,0,0,0,0,8,5,7,0,18,20,3,0,7,0,13,5,8,8,29,0,0,0
2017-01-07T06:00:00Z,4,2,3,15,9,19,13,0,0,0,29,10,7,11,6,5,5,15,5,12,0,5,13,12,30,0,9,2,7,6,12,0,9,12,17,6,6,24,10,11,0,3,16,22,14,15,0,5,0,0,0,0,9,8,12,0,20,20,5,0,9,0,14,8,6,10,26,0,0,0
2017-01-07T07:00:00Z,6,1,6,21,8,18,12,0,0,0,23,12,12,12,11,4,6,15,3,15,0,4,24,12,28,0,3,2,7,6,18,0,16,14,17,6,8,18,11,11,0,2,20,16,18,14,0,8,0,0,0,0,15,10,16,0,17,22,4,0,12,0,24,9,6,9,26,0,0,0
2017-01-07T08:00:00Z,6,-3,11,23,9,22,28,0,0,0,26,19,19,10,13,4,8,22,18,15,0,2,27,12,28,0,5,4,8,2,24,0,25,14,18,9,9,20,15,9,0,2,20,14,23,12,0,13,0,0,0,0,11,15,20,0,12,21,4,0,18,0,24,10,9,17,26,0,0,0
2017-01-07T09:00:00Z,9,-2,14,26,8,23,26,0,0,0,33,23,17,8,17,5,12,0,27,18,0,5,24,10,29,0,8,5,8,5,21,0,17,14,19,8,11,25,15,14,0,4,25,22,23,15,0,8,0,0,0,0,20,14,22,0,10,22,8,0,19,0,16,100,15,17,34,0,0,0
