,"(-2.094278, 57.15736)","(-5.928833, 54.59965)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-4.258889, 55.85917)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.068218, 51.5993)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(-7.900328, 54.43951)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(0.317969, 51.47707)"
2001-10-11T21:00:00Z,14,8,25,14,20,17,10,13,10,14,16,18,0,14,13,9,9,13,8,46,8,17,14,14,21,13,5,30,1,12
2001-10-11T22:00:00Z,14,7,26,17,23,13,9,9,10,10,16,21,0,16,9,7,18,9,10,52,7,8,16,14,25,10,5,42,3,5
2001-10-11T23:00:00Z,17,4,30,25,23,8,10,13,8,13,16,26,0,17,8,8,13,5,8,47,3,17,16,13,30,12,5,38,5,17
2001-10-12T00:00:00Z,14,5,23,20,20,3,12,8,4,8,14,25,0,16,10,7,23,5,10,35,3,21,14,10,22,10,8,25,10,12
2001-10-12T01:00:00Z,14,5,22,18,18,8,0,7,0,8,14,23,0,13,10,8,16,12,9,30,0,17,17,10,7,4,12,22,16,9
2001-10-12T02:00:00Z,14,4,21,16,16,14,0,8,1,8,10,23,0,13,10,8,13,13,8,29,0,9,17,9,14,-3,16,13,14,13
2001-10-12T03:00:00Z,10,4,18,14,17,12,0,5,0,7,10,25,0,13,9,16,13,9,4,29,5,9,14,13,12,0,17,21,16,10
2001-10-12T04:00:00Z,9,4,22,20,16,8,0,5,-1,10,9,26,0,14,10,17,31,5,10,33,14,22,14,14,17,3,18,26,14,18
2001-10-12T05:00:00Z,1,8,40,17,27,9,0,8,3,5,12,30,0,20,12,17,17,4,9,43,17,25,18,14,13,7,18,21,20,22
2001-10-12T06:00:00Z,7,16,44,23,44,13,0,10,8,8,10,34,0,34,9,25,35,5,17,52,17,31,17,20,14,13,25,31,27,31
2001-10-12T07:00:00Z,9,22,55,49,60,14,0,14,20,10,16,48,0,69,17,29,29,8,20,69,23,42,21,27,29,27,30,53,33,53
2001-10-12T08:00:00Z,4,27,64,44,85,23,0,16,23,13,17,52,0,101,25,33,35,12,18,81,26,35,23,31,43,35,30,77,33,72
2001-10-12T09:00:00Z,8,26,87,38,74,22,0,17,16,13,23,49,0,53,17,34,25,9,17,90,23,53,23,34,38,29,27,64,35,68
2001-10-12T10:00:00Z,12,27,86,40,68,20,0,17,17,14,25,56,0,39,20,29,25,9,21,105,23,46,23,23,33,26,29,42,38,29
2001-10-12T11:00:00Z,13,25,68,42,46,10,0,16,18,12,25,52,0,27,17,27,21,5,20,104,21,51,22,22,38,26,25,48,33,23
2001-10-12T12:00:00Z,9,31,48,34,42,18,22,10,22,13,25,34,0,23,21,25,22,4,21,72,21,55,23,22,39,30,29,49,29,29
2001-10-12T13:00:00Z,7,31,48,36,42,16,25,10,22,9,25,34,0,29,20,26,22,5,22,65,21,57,26,22,36,27,27,49,27,23
2001-10-12T14:00:00Z,10,35,53,38,42,17,23,12,23,4,27,46,0,31,23,29,21,1,22,73,27,64,23,22,0,25,31,53,29,27
2001-10-12T15:00:00Z,10,39,52,38,36,31,26,12,26,5,27,46,0,35,26,34,23,4,20,77,38,42,25,25,33,30,31,49,33,35
2001-10-12T16:00:00Z,13,23,57,34,46,23,27,12,29,7,31,46,0,39,31,38,35,8,26,75,31,47,22,25,33,34,38,52,47,33
2001-10-12T17:00:00Z,10,25,64,35,46,34,34,10,27,8,34,55,0,44,43,44,39,7,33,69,29,49,14,26,33,31,38,51,38,40
2001-10-12T18:00:00Z,14,29,64,42,47,35,34,9,27,7,34,64,0,44,35,59,44,9,35,77,30,55,18,30,35,30,47,53,40,31
2001-10-12T19:00:00Z,14,26,65,33,51,34,34,13,16,9,33,60,0,43,34,59,42,4,43,74,40,44,22,31,35,31,48,51,36,38
2001-10-12T20:00:00Z,10,21,60,33,51,35,43,23,35,16,33,69,0,48,39,62,42,4,43,75,49,64,23,38,39,35,48,48,38,47
2001-10-12T21:00:00Z,5,20,66,34,52,20,43,16,18,13,34,53,0,46,38,61,35,5,42,75,38,53,23,42,42,36,49,46,36,49
2001-10-12T22:00:00Z,8,20,72,34,56,14,35,14,14,18,34,56,0,44,38,56,44,5,40,78,38,52,23,23,36,34,44,48,33,56
2001-10-12T23:00:00Z,7,18,72,34,52,10,33,14,13,14,33,64,0,52,35,44,42,5,38,75,33,47,27,33,33,35,40,39,33,53
2001-10-13T00:00:00Z,12,12,56,34,46,22,33,14,10,14,31,62,0,48,35,60,42,7,35,65,34,52,33,34,30,30,51,42,62,59
2001-10-13T01:00:00Z,13,3,55,33,46,14,35,3,0,12,33,69,0,44,33,48,47,7,36,59,26,42,31,46,30,34,46,40,64,48
2001-10-13T02:00:00Z,7,-1,52,35,49,9,36,-1,-4,4,35,62,0,48,26,39,40,7,33,59,13,42,27,36,30,36,44,40,48,55
2001-10-13T03:00:00Z,1,4,52,35,56,7,40,-3,-4,3,33,53,0,49,25,35,38,5,33,0,16,44,22,31,30,34,34,35,39,47
2001-10-13T04:00:00Z,4,7,40,35,55,4,39,-1,-4,4,27,47,0,46,22,34,36,7,29,0,13,48,21,31,30,30,38,39,42,51
2001-10-13T05:00:00Z,9,7,43,31,64,7,35,5,4,3,26,46,0,59,21,29,38,5,22,53,14,56,20,40,33,17,40,43,36,51
2001-10-13T06:00:00Z,8,10,56,25,72,8,40,4,1,5,29,51,0,62,21,31,43,7,23,66,14,61,17,59,39,23,53,52,57,42
2001-10-13T07:00:00Z,8,16,62,38,82,10,60,12,17,7,33,66,0,66,27,39,42,9,27,70,18,64,25,39,47,36,62,65,53,73
2001-10-13T08:00:00Z,7,26,82,40,96,14,60,12,22,7,35,83,0,82,33,34,39,14,27,81,21,60,23,47,48,51,62,79,48,66
2001-10-13T09:00:00Z,1,21,99,43,113,29,56,12,18,9,34,82,0,107,33,36,49,9,25,0,40,59,27,52,48,51,53,69,0,59
2001-10-13T10:00:00Z,7,22,112,51,105,18,49,12,14,9,44,82,0,82,36,33,64,10,26,99,27,69,25,69,49,65,55,65,0,72
2001-10-13T11:00:00Z,-5,13,107,46,90,18,46,20,21,13,52,83,0,78,42,31,46,8,25,91,34,74,31,64,49,61,52,70,0,55
2001-10-13T12:00:00Z,1,18,101,44,73,18,36,14,16,14,55,82,0,78,46,26,42,7,29,88,18,55,36,59,51,57,52,69,0,56
2001-10-13T13:00:00Z,1,26,79,65,68,14,36,5,8,12,56,77,0,61,48,25,38,7,25,81,22,47,35,52,48,61,46,74,0,61
2001-10-13T14:00:00Z,8,23,72,66,70,17,40,14,12,14,56,78,0,62,56,21,44,7,25,77,18,69,33,51,51,60,55,74,0,55
2001-10-13T15:00:00Z,12,29,85,75,68,20,51,14,14,12,57,75,0,64,64,22,52,7,25,86,17,55,40,55,47,53,68,66,0,56
2001-10-13T16:00:00Z,12,22,85,72,74,29,46,10,18,8,57,74,0,65,62,42,53,8,21,81,13,47,30,68,49,51,62,85,0,68
2001-10-13T17:00:00Z,10,20,86,66,78,29,49,10,17,14,64,92,0,72,62,31,53,7,26,82,18,55,27,73,51,49,57,86,0,72
2001-10-13T18:00:00Z,12,25,94,68,88,34,55,16,18,13,60,92,0,81,53,38,51,9,44,83,20,46,31,61,56,47,53,66,0,88
2001-10-13T19:00:00Z,13,31,109,53,83,42,64,21,34,72,57,98,0,82,51,52,56,9,43,96,22,56,27,57,52,51,53,62,0,78
2001-10-13T20:00:00Z,12,17,109,57,85,39,69,16,31,12,61,108,0,94,53,64,53,10,53,99,22,52,27,56,52,47,56,60,0,77
2001-10-13T21:00:00Z,9,18,101,53,118,33,66,21,31,12,57,100,0,105,55,59,49,12,72,99,23,48,35,53,57,46,60,68,0,49
2001-10-13T22:00:00Z,8,20,95,55,109,34,56,22,36,13,55,79,0,112,47,55,43,13,52,108,39,33,33,52,56,47,68,74,0,57
2001-10-13T23:00:00Z,10,17,87,51,98,33,57,20,26,13,47,77,0,104,44,52,46,16,31,92,35,42,34,47,52,43,59,73,0,56
2001-10-14T00:00:00Z,9,13,82,57,96,18,53,17,21,12,47,74,0,98,44,56,42,13,26,88,35,46,35,40,53,55,55,59,0,56
2001-10-14T01:00:00Z,8,17,78,49,90,16,51,17,25,13,51,74,0,88,40,51,48,10,38,82,35,44,42,39,51,42,53,53,0,55
2001-10-14T02:00:00Z,8,17,75,48,86,21,51,17,26,12,47,73,0,81,23,51,57,10,31,81,29,52,55,42,48,33,48,53,0,47
2001-10-14T03:00:00Z,8,16,70,47,81,18,44,17,23,12,48,70,0,85,22,49,30,10,31,75,26,64,49,43,44,44,53,57,0,52
2001-10-14T04:00:00Z,9,16,73,43,83,14,40,14,17,13,47,70,0,83,25,47,25,12,46,72,25,51,48,47,43,21,49,61,0,47
2001-10-14T05:00:00Z,5,21,68,40,82,13,40,13,8,13,47,72,0,82,23,53,22,12,40,73,26,39,51,43,47,26,82,73,0,30
2001-10-14T06:00:00Z,8,25,75,46,78,10,40,10,9,10,38,85,0,85,22,49,25,13,35,74,23,29,48,9,52,48,88,68,0,43
2001-10-14T07:00:00Z,12,21,85,57,73,12,44,12,16,13,51,64,0,0,29,48,26,21,46,88,33,25,34,10,56,55,148,70,0,59
2001-10-14T08:00:00Z,13,29,74,73,69,13,47,17,17,14,47,72,0,0,38,75,31,18,42,87,29,34,25,8,49,64,46,53,0,69
2001-10-14T09:00:00Z,14,34,70,27,66,18,51,25,27,14,51,68,0,0,46,79,33,21,48,85,33,40,13,13,51,62,44,55,0,57
2001-10-14T10:00:00Z,25,21,72,17,62,21,40,22,69,13,49,73,0,0,49,72,42,21,56,77,27,49,8,12,43,59,51,51,0,44
2001-10-14T11:00:00Z,82,21,52,23,39,18,43,22,44,16,42,53,0,36,40,68,51,12,73,61,34,64,7,12,33,47,52,35,0,38
2001-10-14T12:00:00Z,59,21,36,26,34,20,52,21,203,14,36,40,0,23,43,61,52,10,78,49,34,62,7,14,23,40,70,27,0,27
2001-10-14T13:00:00Z,30,26,27,20,23,20,48,16,537,17,30,35,0,16,46,73,43,16,78,39,34,59,9,27,17,21,62,14,0,13
2001-10-14T14:00:00Z,36,29,20,23,16,23,55,17,381,21,23,22,0,10,46,70,42,16,64,35,25,39,9,14,13,20,69,17,0,12
2001-10-14T15:00:00Z,23,30,21,22,14,8,49,17,72,17,17,18,0,9,38,75,43,13,69,35,22,44,5,8,13,17,52,13,0,18
2001-10-14T16:00:00Z,26,26,21,17,18,18,33,16,35,23,23,20,0,12,36,57,40,10,77,42,26,42,5,13,9,12,43,10,0,12
2001-10-14T17:00:00Z,25,21,25,18,14,23,35,14,33,33,16,21,0,12,25,55,38,14,61,39,25,47,9,30,10,10,38,9,0,20
2001-10-14T18:00:00Z,13,20,18,1,12,33,36,18,29,42,14,18,0,7,20,61,26,13,38,31,31,44,12,48,16,4,48,4,0,1
2001-10-14T19:00:00Z,12,25,13,8,8,16,33,22,31,47,16,16,0,4,18,52,16,13,34,30,34,29,9,49,29,1,36,14,0,0
2001-10-14T20:00:00Z,16,29,10,12,9,21,33,27,49,47,9,13,0,3,17,51,14,10,30,25,46,17,14,46,48,4,31,38,0,12
2001-10-14T21:00:00Z,14,18,17,21,16,20,31,29,55,46,9,17,0,12,9,38,16,13,39,29,40,18,29,33,46,12,35,53,38,8
2001-10-14T22:00:00Z,13,12,33,29,38,10,26,34,56,49,25,33,0,27,7,30,16,13,36,44,46,20,34,30,40,40,27,44,20,31
2001-10-14T23:00:00Z,10,12,48,34,49,8,20,25,31,43,42,52,0,46,14,42,9,14,30,55,51,12,34,29,34,42,30,38,0,42
2001-10-15T00:00:00Z,12,14,44,40,46,13,10,18,20,36,46,55,0,46,20,36,17,17,21,47,39,13,26,29,30,43,12,29,7,35
2001-10-15T01:00:00Z,10,12,39,23,39,13,5,10,10,27,38,48,0,39,35,13,25,17,14,40,27,13,20,21,30,33,5,31,12,29
2001-10-15T02:00:00Z,12,26,33,16,33,21,12,1,-4,16,34,42,0,31,39,9,31,20,25,35,16,27,14,18,33,26,16,31,26,27
2001-10-15T03:00:00Z,16,34,36,14,39,21,26,5,7,3,30,39,0,36,35,14,39,26,14,40,3,33,18,23,27,34,31,27,38,33
2001-10-15T04:00:00Z,21,33,42,13,42,17,42,7,5,12,23,46,0,39,22,26,38,20,9,47,5,40,21,26,21,34,44,20,23,40
2001-10-15T05:00:00Z,21,10,47,21,39,4,33,9,13,10,20,44,0,36,23,42,29,10,14,53,10,33,17,29,23,30,35,16,21,38
2001-10-15T06:00:00Z,34,9,39,23,31,4,23,23,33,20,18,36,0,25,23,52,34,8,25,61,17,29,12,29,26,18,31,34,20,18
2001-10-15T07:00:00Z,36,25,48,29,44,8,27,22,42,30,20,34,0,26,22,52,27,12,35,64,30,39,12,29,26,21,29,31,20,35
2001-10-15T08:00:00Z,17,30,55,33,47,14,26,21,35,23,23,39,0,33,21,44,21,-4,30,62,40,38,13,29,26,22,30,36,22,36
2001-10-15T09:00:00Z,18,27,57,0,48,17,27,14,29,16,29,38,0,34,25,43,17,1,23,66,35,35,14,30,25,23,29,36,30,26
2001-10-15T10:00:00Z,22,30,53,0,43,16,26,13,48,20,27,40,0,29,26,46,17,4,23,72,34,29,13,29,26,21,27,33,31,22
2001-10-15T11:00:00Z,33,10,43,38,39,17,26,14,51,9,27,35,0,23,27,44,29,9,25,69,29,59,7,18,25,25,30,35,29,22
2001-10-15T12:00:00Z,39,9,39,26,35,16,23,10,25,14,25,34,0,25,25,39,29,7,23,66,30,51,9,7,22,23,30,33,33,21
2001-10-15T13:00:00Z,39,13,34,22,34,20,25,13,38,12,13,36,0,26,21,40,26,3,22,61,34,55,10,3,17,22,29,23,20,20
2001-10-15T14:00:00Z,42,22,36,22,27,21,13,9,10,16,14,34,0,38,18,20,17,3,22,69,34,26,17,16,14,21,27,22,22,29
2001-10-15T15:00:00Z,40,22,33,26,26,18,10,13,12,5,8,35,0,25,16,30,20,8,14,72,17,20,16,12,18,18,23,26,1,20
2001-10-15T16:00:00Z,44,25,27,25,21,20,14,10,13,8,8,30,0,16,4,21,20,4,10,57,17,22,18,25,18,13,13,10,3,9
2001-10-15T17:00:00Z,30,21,21,30,21,23,14,14,40,10,16,26,0,8,1,10,10,7,8,38,3,3,21,25,12,16,7,20,12,13
2001-10-15T18:00:00Z,8,22,12,26,10,25,18,13,22,10,20,17,0,4,16,13,4,7,3,40,-1,5,22,30,14,9,12,27,17,0
2001-10-15T19:00:00Z,0,16,18,36,21,18,21,13,20,10,20,22,0,16,20,14,17,7,8,55,5,18,17,27,14,7,13,29,21,20
2001-10-15T20:00:00Z,1,17,22,31,23,27,20,13,14,9,22,27,0,21,14,22,21,9,13,55,9,16,21,30,17,9,18,27,22,17
2001-10-15T21:00:00Z,5,17,26,29,23,17,20,17,13,12,21,31,0,23,16,23,22,9,16,55,12,33,18,29,16,14,23,21,21,21
2001-10-15T22:00:00Z,5,18,27,30,23,13,21,12,10,12,20,34,0,22,21,25,20,10,14,47,16,18,16,29,18,14,21,23,26,25
2001-10-15T23:00:00Z,7,20,21,26,20,13,18,16,13,12,18,27,0,16,20,22,22,13,16,34,16,25,21,29,20,16,20,42,36,18
2001-10-16T00:00:00Z,9,20,18,26,20,14,18,10,5,10,20,26,0,16,20,22,21,14,17,26,14,18,18,27,21,14,20,26,20,13
2001-10-16T01:00:00Z,7,17,18,25,21,14,18,13,5,12,20,25,0,17,18,23,23,17,18,25,17,29,21,29,17,16,20,22,22,17
2001-10-16T02:00:00Z,9,18,20,29,21,12,18,16,12,13,20,23,0,17,18,23,21,16,17,25,16,21,22,30,17,16,16,20,20,13
2001-10-16T03:00:00Z,9,20,23,34,25,16,20,16,10,14,18,23,0,17,20,25,21,14,16,29,14,21,20,30,16,14,20,20,17,10
2001-10-16T04:00:00Z,10,25,30,31,25,16,21,16,14,14,18,27,0,22,21,25,26,10,17,34,16,25,21,30,16,14,23,33,18,30
2001-10-16T05:00:00Z,12,30,57,30,31,14,23,20,20,18,21,49,0,23,21,31,33,14,16,49,20,26,21,29,22,18,25,36,20,25
2001-10-16T06:00:00Z,18,25,55,36,36,14,30,25,34,23,22,61,0,30,25,35,35,14,18,72,21,38,21,29,22,22,30,33,27,38
2001-10-16T07:00:00Z,20,26,56,39,47,16,35,36,64,30,23,94,0,39,29,49,26,13,21,87,23,60,21,31,23,30,34,40,38,103
2001-10-16T08:00:00Z,20,33,56,42,44,18,42,44,59,30,26,72,0,46,27,66,36,16,26,95,30,35,21,29,25,30,38,39,35,78
2001-10-16T09:00:00Z,26,35,52,39,39,18,34,21,30,35,25,69,0,31,27,47,46,12,25,78,31,53,33,29,21,29,48,0,39,34
2001-10-16T10:00:00Z,30,29,47,35,36,13,34,16,38,30,26,39,0,27,29,52,33,8,22,74,0,51,22,30,23,26,38,0,38,26
2001-10-16T11:00:00Z,26,29,42,30,38,7,30,21,46,16,23,35,0,25,25,52,27,7,23,79,17,43,20,33,26,30,33,49,39,29
2001-10-16T12:00:00Z,27,36,36,31,38,9,26,20,38,22,21,39,0,27,23,44,26,9,26,74,23,44,18,23,27,31,30,39,31,30
2001-10-16T13:00:00Z,34,35,30,33,25,12,25,16,36,31,23,29,0,20,21,40,22,9,27,62,27,61,21,33,26,25,29,35,26,23
2001-10-16T14:00:00Z,34,38,30,39,27,14,23,16,36,31,20,26,0,20,25,40,25,12,25,68,31,60,20,35,26,16,30,38,26,0
2001-10-16T15:00:00Z,31,43,38,40,33,13,25,20,52,20,21,34,0,30,20,43,27,10,23,69,29,68,17,31,25,22,29,38,25,27
2001-10-16T16:00:00Z,34,46,36,31,34,20,39,20,49,20,22,36,0,29,22,46,22,10,23,0,26,38,21,21,22,29,33,42,23,31
2001-10-16T17:00:00Z,30,44,38,38,39,18,30,22,38,18,26,38,0,31,23,38,23,12,20,0,23,27,21,25,23,26,30,39,23,33
2001-10-16T18:00:00Z,31,44,52,35,43,20,33,17,21,21,26,42,0,38,25,36,20,12,21,0,22,23,21,20,23,27,31,33,38,33
2001-10-16T19:00:00Z,33,46,48,36,43,20,35,17,20,21,25,44,0,40,23,35,21,13,20,0,20,22,17,16,23,27,29,30,22,51
2001-10-16T20:00:00Z,34,43,43,26,39,18,33,18,18,20,23,40,0,36,26,36,22,13,18,0,20,23,10,12,22,25,29,34,22,43
2001-10-16T21:00:00Z,31,34,39,17,35,18,34,20,21,21,21,47,0,33,26,30,26,17,18,0,20,26,14,21,22,21,30,26,29,27
2001-10-16T22:00:00Z,29,30,31,22,30,18,34,21,21,22,20,53,0,25,25,31,22,17,17,0,21,25,17,22,26,21,27,23,23,30
2001-10-16T23:00:00Z,25,33,25,22,29,16,30,22,17,22,21,43,0,22,21,33,22,16,18,0,20,25,13,27,23,16,23,26,18,16
2001-10-17T00:00:00Z,29,31,22,21,22,17,30,20,13,20,22,39,0,23,18,27,20,18,20,0,18,21,14,27,18,16,22,26,17,20
2001-10-17T01:00:00Z,26,25,22,18,23,20,27,20,10,18,22,36,0,20,21,25,20,21,18,0,18,21,23,25,20,16,20,26,18,13
2001-10-17T02:00:00Z,23,21,27,22,30,21,18,21,13,21,23,30,0,18,21,18,23,23,20,0,18,22,22,23,20,21,18,22,18,14
2001-10-17T03:00:00Z,25,26,29,23,31,17,17,23,16,23,22,33,0,21,23,20,25,20,18,0,18,18,23,18,18,18,20,21,14,16
2001-10-17T04:00:00Z,25,27,27,31,31,20,16,22,16,22,21,31,0,29,20,22,22,21,14,0,17,31,21,18,18,25,22,22,16,17
2001-10-17T05:00:00Z,18,29,29,25,39,18,22,23,17,25,18,35,0,34,20,25,22,14,12,0,17,29,17,18,21,29,29,23,22,20
2001-10-17T06:00:00Z,31,29,35,23,49,16,29,25,30,26,16,42,0,40,17,31,21,14,17,0,22,29,16,23,22,21,38,31,25,42
2001-10-17T07:00:00Z,36,27,49,30,60,27,36,30,48,25,17,52,0,56,18,34,23,14,26,0,27,35,16,30,25,34,43,38,25,31
2001-10-17T08:00:00Z,34,34,49,35,57,27,35,38,48,27,21,47,0,72,22,34,22,17,23,0,33,36,16,33,25,27,40,34,25,47
2001-10-17T09:00:00Z,30,35,53,27,44,31,35,30,43,27,21,36,0,51,22,36,22,20,30,0,29,35,25,33,25,26,39,40,23,0
2001-10-17T10:00:00Z,35,38,51,40,48,30,27,36,49,26,25,33,0,0,26,29,20,22,23,0,29,44,23,36,22,34,34,38,26,0
2001-10-17T11:00:00Z,31,46,47,33,55,30,27,40,51,27,26,31,0,51,26,23,23,22,17,0,29,55,27,34,23,30,30,46,22,20
2001-10-17T12:00:00Z,35,40,0,43,51,23,21,0,51,26,25,35,0,48,22,30,23,23,22,0,33,48,29,30,22,27,38,39,18,21
2001-10-17T13:00:00Z,43,33,39,51,52,22,26,0,36,27,18,39,0,46,25,31,25,22,30,0,39,75,27,33,26,26,43,55,23,42
2001-10-17T14:00:00Z,35,35,44,62,48,29,34,12,26,23,22,33,0,43,23,20,26,22,30,0,35,53,25,31,29,25,47,61,26,33
2001-10-17T15:00:00Z,36,44,47,49,51,26,39,20,35,29,21,31,0,46,21,39,29,21,27,0,36,53,27,35,26,33,48,60,26,25
2001-10-17T16:00:00Z,51,40,42,56,48,23,36,23,39,26,21,40,0,47,25,39,25,22,34,0,31,39,27,39,30,49,55,60,27,25
2001-10-17T17:00:00Z,48,38,47,34,56,35,35,20,27,30,25,59,0,47,23,39,21,20,33,0,30,30,26,40,34,46,47,42,26,47
2001-10-17T18:00:00Z,39,40,57,39,60,35,31,21,30,30,30,60,0,51,26,38,17,23,30,0,31,20,29,42,33,47,40,46,20,46
2001-10-17T19:00:00Z,30,42,53,47,56,33,26,25,27,34,29,52,0,51,34,31,27,26,29,0,31,27,29,42,39,46,33,46,20,33
2001-10-17T20:00:00Z,30,42,48,35,43,38,26,21,22,33,30,51,0,39,39,30,31,29,35,0,30,36,31,25,40,47,35,38,22,35
2001-10-17T21:00:00Z,27,42,42,40,42,38,27,23,30,34,29,47,0,36,35,27,38,30,31,0,27,40,27,33,36,30,35,38,27,35
2001-10-17T22:00:00Z,30,38,46,31,44,36,25,23,29,34,27,43,0,34,33,27,38,25,13,0,29,40,21,21,35,34,40,40,30,29
2001-10-17T23:00:00Z,33,39,44,34,38,0,27,22,25,35,29,42,0,34,30,30,33,22,31,0,31,42,12,12,34,34,35,38,30,27
2001-10-18T00:00:00Z,36,38,38,34,36,0,26,26,20,38,30,36,0,33,29,38,31,5,39,0,34,36,3,18,33,33,42,36,30,30
2001-10-18T01:00:00Z,36,33,35,5,34,18,26,22,16,36,29,36,0,30,29,38,33,7,33,0,34,35,9,21,34,35,46,38,30,29
2001-10-18T02:00:00Z,36,29,36,8,35,10,29,23,18,34,29,36,0,33,27,42,30,14,31,0,33,34,12,25,33,38,39,34,31,23
2001-10-18T03:00:00Z,42,21,36,7,35,13,29,22,20,35,26,40,0,33,27,42,31,16,34,0,34,33,16,30,30,35,35,33,30,27
2001-10-18T04:00:00Z,44,10,40,16,39,14,31,21,17,33,21,43,0,36,29,40,29,17,31,0,38,33,17,22,21,34,36,14,25,36
2001-10-18T05:00:00Z,39,21,34,22,29,18,17,22,26,29,3,46,0,26,20,40,29,17,35,0,42,36,16,30,14,38,33,22,16,36
2001-10-18T06:00:00Z,34,31,35,25,21,16,9,22,33,33,7,38,0,18,7,44,26,18,30,0,44,30,18,33,17,40,29,34,7,39
2001-10-18T07:00:00Z,42,34,43,33,31,26,9,27,59,30,14,46,0,23,10,39,25,17,29,0,47,47,20,33,23,31,29,46,9,35
2001-10-18T08:00:00Z,49,38,44,31,26,31,17,36,96,31,23,33,0,26,17,38,13,18,36,0,53,39,20,35,26,22,22,44,17,14
2001-10-18T09:00:00Z,48,42,46,0,26,22,17,22,62,7,27,27,0,26,22,21,20,22,33,0,51,18,21,36,29,20,13,44,20,13
2001-10-18T10:00:00Z,60,42,72,0,36,18,20,12,68,10,25,40,0,35,25,16,21,22,27,0,53,44,26,36,26,17,23,39,27,17
2001-10-18T11:00:00Z,53,40,56,23,36,25,17,10,72,10,22,40,0,34,23,16,25,23,16,0,26,43,25,40,26,17,27,36,34,20
2001-10-18T12:00:00Z,64,46,51,25,38,25,21,22,42,16,18,43,0,31,22,29,23,13,3,0,17,27,25,42,26,29,25,39,27,29
2001-10-18T13:00:00Z,64,49,39,25,0,0,25,18,38,16,14,30,0,25,21,25,25,3,7,0,18,38,25,39,26,22,26,40,27,20
2001-10-18T14:00:00Z,31,48,40,30,68,0,23,30,42,14,20,31,0,27,17,25,22,4,13,0,20,46,29,36,22,21,31,44,26,18
2001-10-18T15:00:00Z,51,42,40,31,53,20,23,25,48,17,23,34,0,27,17,30,27,4,14,0,21,48,26,30,25,23,33,46,18,23
2001-10-18T16:00:00Z,30,40,39,35,49,12,30,23,55,17,21,39,0,31,25,35,25,13,18,0,27,44,23,31,25,29,38,48,26,25
2001-10-18T17:00:00Z,51,39,44,38,52,26,35,27,52,20,23,40,0,35,27,39,33,12,26,0,30,42,25,30,29,27,46,44,30,27
2001-10-18T18:00:00Z,55,42,48,35,52,25,33,29,35,22,22,48,0,38,25,49,23,10,42,0,26,38,21,31,23,61,46,40,42,22
2001-10-18T19:00:00Z,35,36,49,33,51,31,35,27,36,22,17,51,0,39,22,66,22,12,36,0,29,38,22,21,21,49,47,43,33,25
2001-10-18T20:00:00Z,23,33,47,31,46,31,31,30,34,22,17,53,0,40,22,75,25,13,26,0,34,35,22,29,22,17,55,34,27,29
2001-10-18T21:00:00Z,20,23,39,26,47,30,34,25,30,25,23,61,0,38,20,56,26,20,22,0,29,36,21,27,21,17,47,29,27,30
2001-10-18T22:00:00Z,14,20,40,30,47,27,36,22,31,26,23,48,0,33,18,55,23,27,27,0,29,30,22,27,20,22,39,23,26,25
2001-10-18T23:00:00Z,10,21,42,27,36,29,30,17,26,22,18,44,0,27,21,51,25,26,35,0,29,31,20,29,20,16,35,22,26,23
2001-10-19T00:00:00Z,8,23,39,21,47,23,27,35,14,20,21,39,0,25,22,40,25,23,27,0,18,26,20,23,18,7,36,20,21,20
2001-10-19T01:00:00Z,4,23,36,23,44,20,29,18,12,18,18,33,0,38,17,39,25,23,26,0,17,26,18,22,18,12,33,20,20,20
2001-10-19T02:00:00Z,5,27,31,33,40,22,27,14,16,14,20,27,0,34,17,30,23,23,21,0,22,16,22,23,21,17,23,23,21,14
2001-10-19T03:00:00Z,8,25,29,26,38,17,26,14,12,20,20,29,0,31,18,29,23,23,14,0,18,33,16,23,18,13,21,21,17,20
2001-10-19T04:00:00Z,1,34,27,33,36,17,26,13,9,20,18,26,0,30,12,16,18,23,13,0,17,22,22,18,17,21,22,26,17,21
2001-10-19T05:00:00Z,5,38,40,21,48,25,26,16,10,14,20,40,0,38,16,16,16,20,10,0,17,26,20,22,20,20,26,25,17,33
2001-10-19T06:00:00Z,7,40,59,23,53,26,27,17,22,16,25,49,0,46,14,18,18,20,13,0,23,29,12,20,20,20,47,23,20,26
2001-10-19T07:00:00Z,14,46,62,26,60,31,34,35,47,20,21,56,0,46,26,27,21,17,23,0,51,31,13,30,22,21,82,46,26,35
2001-10-19T08:00:00Z,22,44,53,27,38,33,34,30,47,18,25,35,0,31,23,31,31,20,26,0,40,26,13,27,21,25,88,33,21,43
