,"(-2.094278, 57.15736)","(-3.2429, 55.79216)","(-1.829999, 52.437165)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-1.875024, 52.47609)","(-3.007175, 53.80489)","(-1.918235, 52.481346)","(-1.826744, 50.73957)","(-4.041924, 51.074793)","(-2.584482, 51.462839)","(-0.175269, 51.54421)","(-3.17625, 51.48178)","(-2.945307, 54.894834)","(0.54797, 51.374264)","(-1.438228, 51.149617)","(-1.780888, 50.735454)","(-1.454946, 53.244131)","(-2.678731, 51.638094)","(-1.456944, 53.231722)","(-0.125889, 51.52229)","(-1.560228, 52.411563)","(-7.331179, 55.002818)","(-1.358547, 54.516667)","(0.271611, 50.805778)","(-2.334139, 53.48481)","(-3.182186, 55.945589)","(-4.238214, 55.860936)","(-4.734421, 55.944079)","(-4.243631, 55.865782)","(-3.704399, 56.010319)","(0.439548, 51.518167)","(-0.131931, 51.49467)","(-0.441614, 51.48879)","(-0.341222, 53.74878)","(-4.241451, 57.481308)","(-0.213492, 51.52105)","(-1.533119, 52.28881)","(-1.542911, 52.294884)","(-1.127311, 52.619823)","(-1.576361, 53.819972)","(-1.546472, 53.80378)","(-7.900328, 54.43951)","(0.070766, 51.45258)","(-2.844333, 53.34633)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(1.301976, 52.614193)","(-1.146447, 52.95473)","(-2.977281, 51.601203)","(-0.916605, 52.272257)","(-1.260278, 51.744806)","(-4.691462, 51.781784)","(-4.142361, 50.37167)","(-1.068583, 50.82881)","(-2.680353, 53.76559)","(-3.770822, 51.58395)","(-0.944067, 51.45309)","(0.634889, 51.45617)","(-4.227678, 50.411463)","(-0.300306, 52.132417)","(0.678408, 51.544206)","(-1.455815, 53.40495)","(-1.478096, 53.378622)","(-1.3159, 54.565819)","(-1.395778, 50.90814)","(-2.175133, 53.02821)","(-1.406878, 54.88361)","(-3.947374, 51.632696)","(-0.345606, 51.425286)","(-3.022722, 53.37287)","(-2.615358, 53.38928)","(-2.638139, 53.54914)","(-3.002778, 53.04222)","(-0.379916, 50.832947)","(-1.086514, 53.967513)","(-1.075861, 53.951889)"
2019-01-03T07:00:00Z,6,4,16,10,10,19,0,21,7,11,11,12,15,4,13,4,15,7,12,13,0,20,8,7,14,16,11,6,11,5,16,12,9,5,8,5,5,17,17,19,19,13,10,3,0,12,8,7,7,4,8,12,13,6,9,10,11,13,9,4,17,16,12,13,28,20,8,6,20,6,12,4,12,16,15,0,10,7,9
2019-01-03T08:00:00Z,8,5,20,10,8,20,0,23,9,14,11,9,20,4,17,4,11,13,13,12,0,23,7,8,14,17,9,7,12,6,14,13,5,5,7,5,4,14,17,20,18,15,10,10,0,15,4,7,8,5,13,13,8,4,9,14,13,14,8,4,15,11,12,15,28,21,7,7,19,0,16,7,13,18,14,0,13,9,12
2019-01-03T09:00:00Z,4,5,15,11,8,22,0,22,9,16,10,10,21,7,14,4,8,11,12,1,4,22,6,6,14,18,10,7,11,7,16,16,4,5,8,5,5,13,14,19,22,15,10,6,0,19,10,8,12,17,14,14,14,4,9,12,10,16,10,6,16,8,12,18,27,22,8,11,22,8,12,7,14,18,17,0,10,7,8
2019-01-03T10:00:00Z,8,5,19,10,9,20,0,22,13,9,12,8,14,5,15,4,7,10,16,14,5,16,7,12,13,23,9,7,11,7,22,16,4,4,9,5,5,16,14,13,22,15,10,6,0,20,7,7,10,8,14,15,10,11,9,16,12,16,11,5,18,18,10,14,25,16,10,4,29,7,15,7,15,23,19,0,7,10,15
2019-01-03T11:00:00Z,8,5,14,12,11,17,0,17,9,10,11,12,13,6,17,3,7,10,10,15,6,15,8,9,14,23,10,8,14,8,0,16,5,4,10,5,5,12,14,14,14,11,6,5,0,19,11,5,16,4,15,13,10,5,10,16,12,18,12,8,14,12,11,14,0,17,10,6,26,9,11,8,12,21,19,0,7,5,5
2019-01-03T12:00:00Z,12,6,20,12,14,17,0,15,10,9,11,8,14,9,17,4,10,17,17,18,5,13,12,8,6,23,12,9,14,9,17,14,6,5,11,7,4,12,12,16,7,2,9,10,0,20,8,6,16,5,18,12,11,0,10,18,9,20,14,6,12,12,9,9,23,23,12,8,18,3,16,6,16,18,22,0,10,6,5
2019-01-03T13:00:00Z,11,7,18,14,11,20,0,17,6,10,11,10,10,11,12,4,11,15,15,18,5,15,15,5,5,23,12,10,15,11,12,13,6,5,17,5,3,13,14,17,11,6,8,5,21,21,13,7,13,6,19,15,13,0,10,20,10,23,11,8,9,10,10,10,19,22,8,8,17,4,17,6,6,21,25,0,10,6,5
2019-01-03T14:00:00Z,9,9,16,16,13,19,0,20,9,17,11,9,20,15,14,5,13,15,15,23,10,17,14,8,6,20,13,12,16,11,21,11,0,5,16,9,3,14,16,20,12,6,8,6,18,18,8,11,14,8,21,15,10,0,11,20,15,22,13,8,9,18,9,10,14,15,6,8,18,6,15,7,7,21,26,0,9,2,8
2019-01-03T15:00:00Z,9,10,16,15,7,20,0,18,11,20,10,13,20,15,11,5,14,14,37,20,11,18,16,7,13,19,14,12,14,14,21,9,15,4,10,5,8,15,22,24,15,6,8,14,15,20,8,15,16,8,28,15,11,0,10,21,15,21,12,6,7,16,12,11,25,17,8,7,23,8,11,8,11,21,24,0,11,6,10
2019-01-03T16:00:00Z,13,12,16,17,8,21,0,19,12,9,12,12,16,14,11,7,15,7,18,12,13,15,19,10,17,21,13,13,14,15,22,9,13,5,16,4,9,12,16,26,19,10,9,4,20,18,13,15,15,11,24,16,12,0,12,20,17,26,14,9,9,15,11,12,27,19,8,11,28,4,19,8,19,24,26,0,8,12,10
2019-01-03T17:00:00Z,20,12,22,16,9,21,0,21,21,14,13,12,19,21,18,7,27,5,17,18,11,19,26,15,21,22,14,14,15,14,17,12,12,8,19,5,11,15,17,26,16,17,10,9,23,19,17,14,11,12,24,17,16,0,12,20,19,28,17,12,10,16,13,14,32,12,16,13,34,7,20,13,16,26,32,0,11,8,18
2019-01-03T18:00:00Z,20,12,20,20,14,22,0,24,37,24,17,12,23,21,15,9,16,12,17,18,10,22,25,16,25,25,12,14,15,16,15,13,9,9,21,5,11,14,18,28,22,24,16,18,32,20,13,14,10,17,22,22,15,0,15,19,24,33,18,16,13,19,16,28,24,13,15,15,36,6,23,15,21,31,32,0,16,13,13
2019-01-03T19:00:00Z,19,12,23,20,13,22,0,23,27,22,12,19,22,20,17,16,23,11,10,25,11,23,30,14,28,26,12,14,16,15,16,17,15,15,20,2,14,18,19,25,27,22,17,19,22,22,12,15,15,17,25,22,16,0,14,24,30,32,16,17,15,19,21,20,21,18,18,24,34,9,27,15,22,30,34,0,14,14,21
2019-01-03T20:00:00Z,16,13,21,26,18,22,0,22,16,32,15,23,20,21,18,18,27,13,17,33,15,24,28,21,40,29,15,14,16,16,12,20,12,15,18,2,17,15,17,32,29,29,11,20,31,27,22,16,14,17,29,21,22,0,14,18,29,34,16,14,15,19,26,20,25,17,19,33,38,6,21,17,28,28,35,0,15,13,13
2019-01-03T21:00:00Z,15,15,21,25,19,24,0,26,26,26,17,18,11,25,22,15,44,10,18,30,18,26,30,17,34,32,14,15,17,15,17,18,10,15,18,1,20,15,17,31,30,22,9,13,30,27,23,23,14,18,27,21,20,0,14,16,26,29,14,17,16,14,26,21,23,14,17,34,33,7,22,19,19,36,32,0,20,12,12
2019-01-03T22:00:00Z,12,15,24,32,21,23,0,25,29,24,23,22,11,26,24,20,33,22,15,27,20,26,32,18,25,36,13,15,17,16,14,17,17,16,14,1,19,20,24,26,30,25,8,16,27,28,20,23,14,17,29,17,24,0,14,16,28,30,13,21,15,17,29,19,24,28,14,29,29,7,22,25,26,34,32,0,18,14,12
2019-01-03T23:00:00Z,8,15,21,33,21,24,0,21,26,13,29,23,11,23,21,21,31,24,18,29,18,23,19,18,23,34,12,16,16,18,15,15,16,18,8,1,16,19,24,19,29,28,6,21,31,33,22,21,15,22,29,16,29,0,15,13,23,29,12,18,14,12,30,21,23,29,19,26,24,5,14,24,21,29,37,0,20,22,19
2019-01-04T00:00:00Z,9,13,20,28,20,23,0,21,21,22,28,16,15,23,21,17,27,16,14,19,18,27,20,21,24,33,12,16,16,17,17,14,16,17,12,1,15,21,24,23,29,24,5,16,34,37,20,22,12,21,22,18,26,0,15,12,22,28,14,18,19,13,30,18,18,30,18,25,20,3,20,24,20,29,36,0,13,26,23
2019-01-04T01:00:00Z,3,11,17,19,20,23,0,24,23,18,26,11,16,28,23,17,23,12,10,19,18,26,16,14,22,33,7,15,16,16,13,17,14,17,16,1,13,21,25,27,30,31,4,18,29,32,24,21,15,22,20,19,30,0,15,13,21,28,20,22,21,10,28,19,13,19,23,23,15,7,15,23,23,29,35,0,16,27,23
2019-01-04T02:00:00Z,6,11,24,19,20,24,0,23,21,19,23,12,15,21,23,22,23,9,15,17,16,29,12,27,23,29,9,15,15,14,12,15,16,18,18,1,13,22,25,31,33,29,3,14,26,34,22,17,14,22,18,18,28,0,14,12,19,29,18,25,19,15,28,18,17,14,23,23,19,7,17,21,20,27,27,0,18,25,22
2019-01-04T03:00:00Z,4,11,21,17,21,26,0,30,17,12,24,14,15,25,25,22,20,9,13,15,18,25,8,20,24,28,10,12,15,12,10,18,17,18,22,0,15,21,26,31,31,30,2,20,28,24,24,18,17,27,21,19,30,0,13,10,18,32,6,23,24,10,31,16,17,11,23,24,27,8,13,21,28,34,28,0,16,26,24
2019-01-04T04:00:00Z,2,8,26,17,20,26,0,31,15,11,26,14,16,22,23,19,19,8,16,16,19,25,10,18,24,33,8,14,15,15,15,25,18,17,21,0,16,24,24,33,34,31,2,14,29,28,22,19,17,24,22,20,30,0,13,10,17,27,18,23,22,7,33,22,18,16,27,22,33,6,17,18,25,35,28,0,17,29,26
2019-01-04T05:00:00Z,3,7,24,13,27,29,0,28,14,15,25,19,17,18,31,21,19,13,12,18,23,24,10,25,22,34,9,12,16,13,13,30,22,16,22,0,19,22,25,35,34,32,4,25,36,29,18,23,21,26,25,21,30,0,13,8,18,26,12,24,24,7,34,28,18,14,23,20,36,7,13,20,23,42,33,0,18,31,29
2019-01-04T06:00:00Z,3,7,31,12,28,31,0,30,20,12,27,24,18,25,42,20,18,14,13,18,25,27,9,27,21,32,7,13,16,14,8,35,28,21,26,0,21,27,24,37,33,31,5,26,27,30,22,27,23,24,24,21,31,0,13,15,19,26,6,26,34,7,40,33,22,15,24,23,37,8,16,21,21,37,34,0,20,29,30
2019-01-04T07:00:00Z,2,7,35,12,30,33,0,28,18,15,26,32,18,22,44,21,20,20,18,21,27,31,9,26,20,32,12,14,17,14,13,35,24,21,29,0,22,26,28,43,34,31,4,31,27,29,27,29,20,26,28,22,35,0,14,13,18,28,0,24,34,8,39,36,21,14,28,25,34,4,11,21,20,38,36,0,17,32,28
2019-01-04T08:00:00Z,4,9,27,12,33,36,0,27,16,17,26,34,21,31,0,19,21,23,20,20,28,35,10,24,21,31,13,14,18,14,12,37,26,24,29,0,26,27,26,48,30,29,4,34,27,31,25,33,24,18,30,22,38,0,14,14,22,30,14,30,35,12,39,34,35,23,30,27,33,6,20,24,14,42,38,0,19,31,35
2019-01-04T09:00:00Z,6,11,26,12,33,35,0,27,22,17,26,39,22,28,0,20,22,19,21,23,24,33,10,26,22,34,16,14,13,13,17,35,21,29,30,0,29,29,29,48,30,26,5,32,21,31,32,32,26,20,33,22,38,0,14,14,26,31,17,28,31,12,37,26,30,26,25,27,34,7,18,29,26,36,36,0,25,28,36
2019-01-04T10:00:00Z,7,12,22,13,30,26,0,24,21,14,0,34,24,32,35,20,25,15,20,18,23,25,10,19,26,30,16,13,0,12,14,32,22,30,31,0,26,32,34,40,30,28,5,25,31,26,25,29,24,24,36,40,38,0,15,16,30,26,17,26,23,9,43,19,20,27,28,28,34,8,19,29,16,37,32,0,22,29,27
2019-01-04T11:00:00Z,4,10,22,12,29,28,0,27,13,17,0,29,21,34,34,22,16,12,19,14,26,26,10,22,29,30,14,8,0,8,11,21,19,29,31,0,19,28,32,33,28,26,6,27,25,27,26,25,23,24,28,30,42,0,16,16,28,25,20,24,20,9,42,17,16,24,27,29,35,6,20,26,22,35,34,0,23,25,27
2019-01-04T12:00:00Z,8,7,35,14,27,30,0,27,16,14,0,24,24,29,30,23,13,14,17,19,20,25,13,21,28,31,13,8,6,6,12,18,20,25,32,0,15,23,23,36,28,29,5,15,31,29,26,21,25,17,30,21,38,0,15,18,23,26,22,27,15,14,36,22,20,17,26,24,30,5,22,26,32,35,34,0,23,24,26
2019-01-04T13:00:00Z,7,4,30,12,19,31,0,32,13,13,0,25,27,23,21,19,17,19,23,21,21,27,12,22,30,31,10,9,6,8,10,18,22,17,29,0,16,25,23,39,38,26,5,14,29,30,23,25,21,20,31,24,27,0,16,14,27,28,24,27,16,10,34,22,27,28,22,21,32,6,26,25,30,36,42,0,24,26,25
2019-01-04T14:00:00Z,5,5,32,16,22,33,0,36,18,12,0,25,29,17,25,17,19,16,24,22,16,28,13,10,27,28,8,9,5,7,9,21,17,17,30,0,14,24,26,37,34,25,6,15,27,29,23,20,20,21,30,25,24,0,17,16,24,29,30,28,18,9,37,20,31,39,22,25,38,7,41,21,30,34,39,0,24,26,27
2019-01-04T15:00:00Z,12,6,31,16,16,34,0,36,22,18,0,17,31,14,29,20,23,16,24,20,14,33,15,16,30,28,10,10,5,7,7,23,15,15,28,0,13,29,28,38,32,23,6,17,26,28,24,17,23,20,32,27,29,0,17,15,28,30,22,39,19,12,39,16,30,26,22,26,34,5,37,19,31,37,39,0,28,25,26
2019-01-04T16:00:00Z,10,5,29,16,12,35,0,43,24,22,0,16,28,15,31,27,26,22,27,18,11,34,22,13,36,28,10,8,5,7,6,18,10,17,25,0,15,31,32,36,39,29,12,14,25,29,16,17,20,24,34,26,27,0,18,15,37,30,28,39,20,21,35,22,40,32,22,25,35,5,37,19,31,36,44,0,29,26,27
2019-01-04T17:00:00Z,15,4,32,17,22,31,0,41,25,30,0,20,21,12,21,31,31,57,30,20,17,37,24,26,47,28,8,10,5,6,10,18,24,33,26,0,18,33,34,32,34,30,10,15,32,32,16,24,13,28,32,26,28,0,18,16,42,32,30,31,18,32,34,25,44,28,16,29,38,7,45,24,27,37,38,0,38,34,33
2019-01-04T18:00:00Z,12,4,29,19,20,28,0,37,27,28,0,27,21,13,17,29,44,17,26,20,23,40,34,16,56,28,8,8,5,7,7,18,25,31,27,0,25,35,39,30,31,27,10,16,34,32,11,31,9,26,34,33,35,0,17,34,42,34,37,30,16,32,31,22,23,22,14,31,32,5,46,29,11,35,39,0,36,29,26
2019-01-04T19:00:00Z,22,4,31,20,19,25,0,33,35,23,0,32,19,11,23,25,52,24,18,26,30,33,33,5,52,30,11,9,5,7,6,24,35,32,26,0,28,38,45,30,32,26,11,23,31,33,11,38,8,29,28,27,31,0,18,33,41,36,26,27,20,30,31,26,29,27,14,30,30,9,42,35,15,39,40,0,65,11,13
2019-01-04T20:00:00Z,16,5,24,18,22,21,0,24,40,34,0,32,16,13,27,27,57,23,22,27,30,28,26,8,52,32,7,9,5,7,6,26,35,32,24,0,28,36,40,32,31,28,13,28,14,32,16,37,8,30,26,23,31,0,14,30,44,36,11,27,22,36,32,30,22,24,10,44,30,6,38,38,18,30,43,0,57,11,10
2019-01-04T21:00:00Z,9,6,22,18,25,20,0,21,38,37,0,34,21,13,25,24,37,22,14,30,32,26,25,6,49,34,9,7,5,7,6,28,33,31,18,0,29,38,39,29,32,26,13,29,20,33,11,37,9,32,26,27,34,0,12,31,40,34,23,26,27,44,33,31,21,23,7,42,25,6,35,34,12,36,38,0,50,12,17
2019-01-04T22:00:00Z,6,7,19,21,27,19,0,18,37,33,0,31,23,12,27,26,39,27,14,32,29,24,23,5,41,35,8,7,5,6,6,30,31,35,11,0,30,33,35,26,31,26,15,30,15,35,10,34,9,24,26,31,35,0,12,27,36,38,20,26,29,35,32,30,19,21,9,28,25,5,40,34,11,40,40,0,42,14,15
2019-01-04T23:00:00Z,5,7,20,23,27,18,0,22,35,30,0,31,17,14,28,28,41,28,13,30,27,21,20,7,44,34,7,8,6,8,7,29,34,31,8,0,31,29,28,28,30,25,14,25,8,32,4,32,8,22,26,32,34,0,13,27,30,16,20,25,30,33,33,28,21,20,10,29,25,7,42,32,10,38,36,0,41,10,11
2019-01-05T00:00:00Z,6,8,19,26,25,17,0,23,38,20,0,29,24,14,23,23,36,23,11,26,28,18,16,6,44,33,8,8,6,7,7,24,29,30,8,0,30,27,25,26,25,23,15,20,7,27,10,31,9,21,25,29,32,0,13,20,31,13,16,23,32,24,36,25,21,17,9,32,23,7,33,30,8,33,31,0,36,7,8
2019-01-05T01:00:00Z,8,7,21,25,25,17,0,21,34,15,0,28,26,16,23,22,38,15,14,18,27,16,13,14,41,31,8,7,7,7,10,26,28,31,10,0,29,26,25,28,15,14,11,22,10,25,8,34,10,20,25,25,37,0,12,23,28,11,15,24,27,26,36,24,16,20,8,32,21,6,38,32,8,8,12,0,32,11,9
2019-01-05T02:00:00Z,6,6,18,20,19,15,0,17,32,18,0,29,24,10,18,20,39,7,15,14,28,16,14,11,33,28,7,8,6,7,12,23,31,29,9,0,29,25,23,26,15,12,8,19,7,20,12,33,10,23,22,21,31,0,10,17,29,9,15,22,27,27,32,21,17,14,10,31,18,5,32,28,7,15,9,0,30,10,8
2019-01-05T03:00:00Z,4,6,16,17,22,14,0,15,24,15,0,27,14,16,24,17,36,13,13,12,24,17,15,16,31,21,8,7,7,8,11,22,29,26,9,0,27,24,25,24,13,11,7,24,8,16,14,31,8,20,20,18,27,0,11,20,28,8,17,19,26,26,30,23,14,12,9,28,13,5,27,27,7,11,8,0,26,13,14
2019-01-05T04:00:00Z,2,6,11,17,19,15,0,17,31,13,0,22,14,18,19,19,32,10,8,11,20,14,13,12,34,11,9,7,6,7,7,21,27,24,11,0,26,20,18,21,12,11,7,18,11,10,16,29,12,14,12,20,22,0,13,18,25,7,15,18,25,19,30,21,13,16,15,24,9,6,22,26,7,8,9,0,26,15,17
2019-01-05T05:00:00Z,4,6,13,14,21,13,0,17,29,13,0,20,13,22,23,20,33,7,13,12,19,12,11,15,32,9,6,7,7,7,6,17,21,23,11,0,26,22,19,21,14,10,6,20,10,8,16,23,10,11,10,21,24,0,14,17,23,8,12,18,21,19,26,18,12,11,13,22,9,6,23,23,7,8,5,0,24,18,11
2019-01-05T06:00:00Z,5,6,13,16,20,10,0,10,28,15,0,23,14,22,20,18,34,5,13,10,23,8,11,15,27,9,7,8,7,8,8,17,25,22,16,0,24,16,14,19,11,10,5,20,11,7,13,25,13,13,13,20,18,0,13,16,24,8,13,17,20,18,25,14,15,12,14,19,14,5,23,21,12,10,6,0,23,15,13
2019-01-05T07:00:00Z,2,6,10,14,20,13,0,14,33,16,0,26,15,17,21,17,26,8,11,10,23,11,10,14,29,10,6,8,9,8,9,19,20,23,12,0,22,11,9,16,12,8,5,19,10,8,14,22,17,13,12,20,23,0,12,19,24,8,13,16,22,21,20,18,12,9,12,20,15,4,29,20,7,10,8,0,18,16,12
2019-01-05T08:00:00Z,4,6,10,14,23,13,0,12,27,15,0,21,18,18,21,16,28,11,14,11,21,12,9,16,30,17,8,9,9,8,7,21,25,21,14,0,20,9,10,16,12,9,5,20,16,13,14,21,13,10,12,20,14,0,10,18,23,8,14,13,23,18,21,21,11,9,18,20,17,7,22,20,9,12,10,0,29,15,16
2019-01-05T09:00:00Z,3,7,12,12,24,16,0,16,26,15,0,21,19,22,25,15,30,5,12,11,19,13,11,17,28,19,10,10,11,9,10,22,22,22,15,0,21,18,16,14,12,8,4,19,11,13,18,22,12,11,10,21,17,0,10,16,23,9,16,13,24,25,20,22,16,11,17,18,16,9,20,20,12,17,12,0,24,13,10
2019-01-05T10:00:00Z,8,9,13,13,20,17,0,20,20,15,0,21,24,20,25,14,28,7,25,12,22,14,14,20,28,17,9,11,12,10,10,22,24,15,13,0,21,20,22,14,14,10,3,21,17,16,18,22,11,12,11,23,12,0,11,16,21,13,14,14,25,17,20,22,13,10,17,17,12,4,28,17,12,11,16,0,21,10,13
2019-01-05T11:00:00Z,5,13,10,14,19,18,0,16,18,16,0,16,26,18,17,16,22,11,21,14,18,18,12,17,26,18,12,13,14,11,8,18,18,13,14,0,15,22,21,21,18,15,4,17,20,20,14,18,10,14,14,26,17,0,11,17,18,16,16,11,25,16,19,20,15,13,17,17,16,7,24,14,14,15,20,0,14,12,12
2019-01-05T12:00:00Z,3,12,12,17,16,16,0,14,16,20,0,18,27,21,17,18,24,11,22,14,14,18,11,19,23,20,12,16,17,15,6,16,11,13,12,0,13,25,22,19,19,12,5,16,14,21,15,15,7,17,17,26,15,0,13,15,20,17,17,13,20,21,15,17,12,13,17,15,17,5,30,12,12,15,24,0,15,11,10
2019-01-05T13:00:00Z,9,12,14,17,13,15,0,16,19,13,0,17,35,28,17,19,18,7,22,12,13,19,14,17,24,20,13,16,15,14,8,16,14,14,12,0,13,24,22,21,16,13,6,14,13,20,14,17,12,19,23,27,16,0,13,24,18,19,13,15,20,24,28,19,12,14,18,14,16,0,30,12,8,12,18,0,16,12,15
2019-01-05T14:00:00Z,9,15,15,18,16,16,0,16,21,17,0,16,38,23,23,19,22,4,19,9,14,19,15,17,16,17,18,15,13,13,14,17,16,14,15,0,13,23,21,22,17,14,11,10,12,29,19,16,15,18,23,32,18,0,12,24,20,13,9,14,19,23,23,19,11,11,18,16,14,4,13,13,7,11,8,0,17,12,15
2019-01-05T15:00:00Z,6,11,17,16,16,19,0,19,28,20,0,16,38,20,18,17,27,2,24,10,14,19,17,25,17,15,15,14,11,13,12,16,13,16,16,0,13,22,22,20,11,7,12,20,7,17,22,18,15,14,21,33,22,0,12,24,22,7,13,17,20,27,23,19,17,10,21,21,12,8,21,14,2,9,4,0,17,18,16
2019-01-05T16:00:00Z,8,9,21,18,17,19,0,22,28,20,0,16,34,21,23,14,30,7,27,10,15,18,19,38,18,8,10,13,10,11,11,16,14,18,18,0,14,28,28,19,11,6,17,12,9,15,33,16,18,15,20,38,17,0,8,27,23,9,17,19,19,45,21,16,20,10,24,20,16,9,21,15,5,6,5,0,18,19,25
2019-01-05T17:00:00Z,15,8,24,23,18,23,0,22,38,19,0,16,32,22,17,17,42,9,34,12,16,24,22,24,19,9,12,12,8,11,10,22,18,18,22,0,17,30,34,18,11,5,13,18,8,15,34,18,23,24,20,39,22,0,7,29,30,10,16,22,17,44,22,18,13,14,29,24,16,8,23,22,6,4,10,0,17,20,28
2019-01-05T18:00:00Z,15,9,28,25,19,25,0,18,40,16,0,20,36,16,25,17,52,4,35,9,17,24,26,27,24,10,13,13,8,14,11,24,24,19,24,0,19,34,39,20,12,5,8,9,7,12,36,27,24,22,21,44,17,0,10,33,25,11,20,23,19,48,21,22,10,11,26,26,16,6,34,21,6,6,15,0,20,22,29
2019-01-05T19:00:00Z,13,8,30,26,16,25,0,18,41,27,0,21,29,8,29,17,48,11,36,11,17,26,29,24,23,12,14,14,9,15,12,25,20,20,21,0,19,28,38,23,13,7,11,25,10,12,32,26,19,23,23,44,21,0,6,36,28,10,20,20,22,38,18,29,12,12,29,25,20,8,34,21,9,10,14,0,24,29,32
2019-01-05T20:00:00Z,16,8,32,25,16,24,0,21,46,22,0,26,31,18,28,21,50,11,34,10,19,28,28,29,21,14,10,15,11,15,11,23,21,23,22,0,20,36,39,23,12,8,11,14,9,14,26,28,18,28,21,44,23,0,6,43,33,11,18,22,24,33,16,29,9,14,29,30,18,7,35,21,11,13,9,0,30,33,39
2019-01-05T21:00:00Z,24,8,27,22,14,17,0,18,39,21,0,23,46,10,27,25,59,9,36,9,19,31,25,24,23,14,13,16,12,16,14,20,21,29,26,0,20,32,33,27,10,6,12,15,10,13,25,27,11,27,17,51,19,0,6,49,34,10,20,19,22,33,15,30,13,11,24,32,16,8,18,25,11,15,7,0,32,34,38
2019-01-05T22:00:00Z,19,8,22,25,13,15,0,18,28,23,0,21,35,16,22,25,48,8,35,10,16,32,23,16,20,13,14,16,14,15,15,19,19,26,25,0,20,28,28,28,9,8,10,20,11,14,18,23,11,25,13,44,20,0,7,45,38,12,15,19,21,32,19,25,10,8,21,35,14,0,20,32,10,13,13,0,35,32,22
2019-01-05T23:00:00Z,10,7,23,26,11,23,0,16,24,23,0,26,32,16,19,25,29,3,35,12,19,23,15,11,18,14,12,17,15,0,22,15,23,24,22,0,25,26,28,22,10,6,8,8,10,11,12,29,8,26,16,35,21,0,8,35,34,10,12,20,17,17,22,20,10,11,12,33,15,7,19,27,7,8,12,0,30,16,14
2019-01-06T00:00:00Z,13,8,19,20,15,21,0,16,22,17,0,24,25,13,15,25,26,9,33,12,21,21,16,8,19,12,12,19,17,20,14,13,23,22,20,0,23,26,23,18,13,8,11,23,12,11,9,25,9,24,13,32,22,0,8,27,33,6,9,20,17,28,21,17,14,13,8,30,14,6,28,24,5,7,11,0,25,9,13
2019-01-06T01:00:00Z,9,8,18,22,22,15,0,13,21,24,0,23,16,20,15,26,42,9,28,14,22,18,14,9,15,11,10,20,18,20,18,12,25,19,10,0,22,22,22,18,11,6,8,27,18,11,9,27,10,24,14,29,21,0,7,26,33,10,12,22,14,36,21,16,13,8,7,29,20,8,25,20,7,10,9,0,25,12,14
2019-01-06T02:00:00Z,7,8,11,20,21,12,0,14,19,18,0,21,16,17,16,24,38,9,26,10,19,17,12,6,14,9,11,19,17,20,18,16,22,18,7,0,20,23,21,16,12,10,7,19,22,13,8,23,9,23,11,28,19,0,5,25,30,10,12,19,18,17,23,16,11,12,9,27,16,10,24,17,10,7,12,0,25,9,8
2019-01-06T03:00:00Z,9,8,15,14,21,11,0,12,17,21,0,20,15,21,19,23,33,10,27,9,16,16,12,5,12,9,12,18,18,19,18,19,21,18,7,0,18,26,21,18,9,6,8,21,21,11,4,21,12,24,10,24,20,0,5,25,27,10,11,18,22,19,20,18,8,13,9,26,18,6,32,16,12,9,10,0,26,8,10
2019-01-06T04:00:00Z,8,7,10,14,18,10,0,10,15,16,0,18,18,14,19,23,26,7,23,12,19,13,9,6,9,11,11,18,17,19,21,20,16,18,10,0,18,20,21,13,7,4,7,21,17,12,7,21,14,22,9,24,18,0,5,24,28,10,13,16,20,23,17,19,10,9,6,21,19,4,27,14,13,13,7,0,27,11,9
2019-01-06T05:00:00Z,6,7,10,16,17,9,0,9,16,16,0,18,17,10,26,22,28,12,22,12,15,11,10,9,11,13,10,18,16,19,20,20,18,19,9,0,18,17,17,14,6,3,8,16,21,14,8,22,13,18,11,21,14,0,6,23,25,10,9,15,20,25,14,16,10,12,9,20,15,3,22,14,18,18,8,0,25,12,12
2019-01-06T06:00:00Z,8,9,6,15,18,8,0,10,21,21,0,20,22,11,19,19,23,9,22,10,18,8,9,12,12,13,10,18,17,19,17,18,16,19,12,0,18,15,15,13,6,5,6,19,21,14,6,22,14,17,10,18,16,0,6,18,22,8,8,15,20,17,16,16,8,12,9,21,11,4,22,17,11,12,11,0,19,10,13
2019-01-06T07:00:00Z,5,9,6,17,18,7,0,9,16,17,0,19,18,16,27,19,22,11,8,12,18,10,7,12,14,15,9,16,18,16,16,18,17,18,10,0,18,12,12,12,8,6,5,17,13,18,8,22,15,17,10,15,15,0,7,18,24,8,9,12,19,19,14,17,10,10,11,22,8,6,19,23,3,14,10,0,25,11,15
2019-01-06T08:00:00Z,2,8,6,15,18,8,0,10,14,13,0,17,20,19,26,17,19,11,8,12,19,9,7,8,16,16,8,13,18,15,15,18,17,17,10,0,17,12,10,12,11,9,4,15,13,18,7,24,17,16,11,15,14,0,7,19,24,9,6,13,19,14,14,16,12,10,9,20,13,4,20,22,5,11,7,0,22,12,14
