,"(-1.485153, 53.55593)","(-1.510436, 53.56292)","(-5.928833, 54.59965)","(0.184806, 51.46603)","(-3.17625, 51.48178)","(-0.125889, 51.52229)","(-7.329115, 55.001225)","(-2.334139, 53.48481)","(-4.255161, 55.85773)","(-3.704399, 56.010319)","(-1.325283, 51.571078)","(-0.131931, 51.49467)","(-0.213492, 51.52105)","(-1.752006, 53.40337)","(-1.533119, 52.28881)","(-1.546472, 53.80378)","(-1.133006, 52.631348)","(0.18125, 50.7937)","(-2.237881, 53.48152)","(-1.220874, 54.569297)","(-0.154611, 51.52253)","(-1.610528, 54.97825)","(-1.146447, 52.95473)","(-0.885933, 52.27349)","(-4.691462, 51.781784)","(0.634889, 51.45617)","(-1.473306, 53.37772)","(-1.395778, 50.90814)","(0.317969, 51.47707)","(0.290917, 52.2985)"
2002-11-09T06:00:00Z,0,13,37,11,5,13,8,0,3,0,8,11,3,3,3,5,5,0,13,3,13,3,13,5,4,11,5,0,5,9
2002-11-09T07:00:00Z,0,8,37,19,8,16,8,0,3,0,7,16,5,3,3,5,3,0,13,5,24,3,16,5,4,13,3,0,8,11
2002-11-09T08:00:00Z,0,16,43,21,8,16,8,0,3,0,8,11,5,3,5,5,3,1,13,3,19,5,16,5,6,24,3,3,13,11
2002-11-09T09:00:00Z,3,8,19,27,8,16,19,11,3,0,7,13,11,3,3,5,13,4,13,3,21,5,19,5,4,24,5,5,13,9
2002-11-09T10:00:00Z,5,11,19,21,8,19,16,8,3,0,5,16,16,3,3,5,11,7,16,3,19,5,21,13,6,19,8,13,16,5
2002-11-09T11:00:00Z,5,13,8,21,21,16,13,8,3,0,4,11,16,3,3,5,13,6,19,5,11,5,24,21,3,13,8,21,11,4
2002-11-09T12:00:00Z,5,16,5,16,19,16,11,5,3,0,4,8,16,4,3,5,16,5,16,3,11,5,27,21,6,8,11,19,11,4
2002-11-09T13:00:00Z,3,11,5,13,16,16,16,5,3,0,4,5,13,5,5,5,19,4,16,3,8,5,21,13,7,8,11,13,8,3
2002-11-09T14:00:00Z,5,13,3,13,11,13,8,5,3,0,3,5,11,4,3,5,19,3,21,3,8,5,19,13,6,7,8,5,8,3
2002-11-09T15:00:00Z,5,8,5,13,8,13,13,5,3,0,3,5,8,4,3,5,16,2,16,5,11,5,21,11,7,6,8,11,5,2
2002-11-09T16:00:00Z,16,21,5,11,11,13,13,5,5,0,3,5,8,3,3,8,16,2,16,5,8,5,37,11,5,3,8,16,5,1
2002-11-09T17:00:00Z,48,48,5,11,8,13,8,5,3,0,2,5,5,3,3,11,16,2,13,5,8,5,48,8,4,7,5,13,8,1
2002-11-09T18:00:00Z,40,43,3,13,3,13,16,3,3,0,2,5,8,2,5,13,13,1,16,3,8,8,43,11,5,11,5,16,8,0
2002-11-09T19:00:00Z,43,40,3,16,3,13,13,5,3,0,4,5,8,3,5,19,13,1,16,3,11,11,40,8,7,7,8,13,5,0
2002-11-09T20:00:00Z,32,37,3,21,5,13,11,5,3,0,9,8,11,4,5,21,13,2,16,3,16,13,43,8,7,8,5,11,13,2
2002-11-09T21:00:00Z,45,27,3,16,11,13,16,5,3,0,8,8,8,5,0,24,13,1,16,3,13,16,48,8,8,5,8,16,13,2
2002-11-09T22:00:00Z,53,37,3,16,8,13,11,5,3,0,4,5,8,7,5,40,13,1,16,3,8,13,35,8,7,3,8,13,16,2
2002-11-09T23:00:00Z,56,40,0,16,8,11,5,5,3,0,4,5,5,9,5,45,16,3,16,3,13,11,29,8,8,5,5,8,35,2
2002-11-10T00:00:00Z,61,51,0,11,8,8,8,5,3,0,2,0,3,7,5,43,11,2,21,3,5,8,27,5,9,6,5,5,19,1
2002-11-10T01:00:00Z,32,35,0,11,5,8,3,5,3,0,2,0,3,4,3,32,11,1,19,8,0,5,21,5,7,7,8,5,11,1
2002-11-10T02:00:00Z,21,32,0,11,5,8,3,3,3,0,2,0,3,4,0,24,8,0,16,11,3,8,21,3,9,11,5,3,8,1
2002-11-10T03:00:00Z,13,21,0,11,5,8,5,3,3,0,1,0,3,5,0,21,5,1,13,5,3,5,21,5,9,11,8,3,5,2
2002-11-10T04:00:00Z,11,19,0,8,5,8,5,3,3,0,1,0,3,4,0,16,5,1,13,5,3,13,19,5,7,18,5,0,5,3
2002-11-10T05:00:00Z,8,16,3,8,5,8,5,3,3,0,1,0,3,3,0,13,5,1,16,13,3,32,19,3,7,7,5,3,5,3
2002-11-10T06:00:00Z,11,13,3,8,5,8,16,5,3,0,0,0,3,3,0,13,5,1,13,8,3,19,19,3,12,3,5,3,21,4
2002-11-10T07:00:00Z,8,11,0,11,3,8,27,5,3,0,1,0,0,4,0,8,3,1,13,5,3,13,16,3,11,3,5,0,16,2
2002-11-10T08:00:00Z,8,16,3,8,3,8,29,3,3,0,1,0,0,5,0,11,3,0,16,3,5,8,16,3,8,3,3,3,24,1
2002-11-10T09:00:00Z,5,13,3,8,3,8,29,3,3,0,0,0,3,6,0,13,0,0,11,8,8,16,19,3,11,3,5,0,24,1
2002-11-10T10:00:00Z,3,16,3,8,3,5,35,3,3,0,1,0,3,5,0,16,3,0,8,16,11,13,19,3,11,3,5,3,8,1
2002-11-10T11:00:00Z,5,16,5,8,3,8,32,3,3,0,0,0,3,3,0,13,3,0,8,11,13,8,21,3,11,3,3,16,5,2
2002-11-10T12:00:00Z,3,19,3,11,3,8,32,3,3,0,0,0,3,3,0,13,3,0,11,5,13,5,19,0,10,3,8,16,5,2
2002-11-10T13:00:00Z,3,16,3,8,3,8,32,3,3,0,0,0,3,2,0,11,0,0,13,3,13,5,19,0,10,3,8,8,5,2
2002-11-10T14:00:00Z,3,16,5,5,3,8,32,3,3,0,1,0,3,3,0,8,0,0,13,0,13,5,19,0,9,2,5,3,5,2
2002-11-10T15:00:00Z,3,13,5,5,3,8,35,3,3,0,1,0,3,2,0,5,0,0,13,0,19,5,16,0,10,1,8,5,5,1
2002-11-10T16:00:00Z,5,16,11,5,3,11,37,3,3,0,1,0,3,3,0,5,3,0,11,3,19,5,19,0,10,3,5,8,5,1
2002-11-10T17:00:00Z,3,13,13,8,3,8,32,3,3,0,0,0,3,2,0,5,5,0,11,3,13,5,21,0,7,1,5,11,5,1
2002-11-10T18:00:00Z,0,13,11,8,3,8,35,3,3,0,0,0,3,5,0,5,3,0,8,3,11,5,19,0,5,3,5,3,5,0
2002-11-10T19:00:00Z,0,13,11,5,3,11,32,3,3,0,0,3,3,4,0,8,5,0,11,3,8,5,19,3,5,18,5,5,5,0
2002-11-10T20:00:00Z,3,11,8,8,3,8,29,3,3,0,4,0,3,2,0,5,5,0,11,3,3,5,19,0,6,3,3,5,5,0
2002-11-10T21:00:00Z,5,19,5,5,3,8,32,3,3,0,5,0,3,2,0,8,3,0,11,3,5,5,19,0,7,3,5,5,3,0
2002-11-10T22:00:00Z,5,11,5,8,3,8,27,3,3,0,5,0,3,2,0,8,0,0,13,0,8,5,21,0,6,3,5,11,3,0
2002-11-10T23:00:00Z,5,13,3,8,3,11,29,3,3,0,4,0,3,2,0,8,0,0,11,0,13,5,16,0,7,4,5,16,5,0
2002-11-11T00:00:00Z,5,11,0,5,3,5,13,0,3,0,2,0,3,2,0,8,0,0,8,0,13,5,16,0,6,9,3,3,5,0
2002-11-11T01:00:00Z,0,11,3,8,0,5,5,0,3,0,1,0,3,1,0,8,0,0,13,0,8,5,16,0,6,4,5,0,5,2
2002-11-11T02:00:00Z,0,11,0,11,0,5,11,0,3,0,1,0,0,2,0,5,0,0,16,0,5,5,16,0,8,3,3,0,3,1
2002-11-11T03:00:00Z,0,13,0,11,0,5,13,0,3,0,0,0,3,1,0,8,0,0,11,0,3,5,16,0,7,3,3,0,3,0
2002-11-11T04:00:00Z,3,13,3,8,0,5,13,0,3,0,0,0,3,1,0,5,0,0,8,0,5,5,11,0,10,3,5,0,5,1
2002-11-11T05:00:00Z,0,11,5,8,0,5,13,0,3,0,0,0,0,1,0,5,0,0,11,0,5,5,13,0,7,3,3,0,5,1
2002-11-11T06:00:00Z,0,8,5,8,0,5,16,3,3,0,0,0,3,1,0,8,0,0,8,3,11,5,16,0,5,3,3,3,8,1
2002-11-11T07:00:00Z,0,13,16,8,0,5,13,3,3,0,0,0,3,1,0,5,3,0,8,0,21,5,16,0,10,3,3,3,5,1
2002-11-11T08:00:00Z,5,11,13,8,3,5,13,3,3,0,0,0,3,1,0,8,3,0,8,0,21,8,21,3,11,3,3,3,5,1
2002-11-11T09:00:00Z,3,13,8,8,3,5,13,3,3,0,1,0,8,1,0,8,3,0,5,0,21,5,21,3,9,3,5,0,5,2
2002-11-11T10:00:00Z,3,16,8,11,3,5,16,3,3,0,2,0,19,1,0,8,3,0,8,0,21,5,21,3,5,3,5,0,8,2
2002-11-11T11:00:00Z,0,16,8,8,3,8,11,3,3,0,2,0,16,2,0,11,3,0,5,3,19,5,21,3,8,3,8,0,11,2
2002-11-11T12:00:00Z,0,16,5,8,13,8,16,3,3,0,0,0,11,2,0,11,3,0,5,0,19,5,21,3,10,3,8,0,21,3
2002-11-11T13:00:00Z,3,13,5,8,5,8,11,3,3,0,0,0,11,2,0,8,0,0,8,0,19,5,16,3,7,2,5,0,13,2
2002-11-11T14:00:00Z,3,16,5,8,3,8,13,3,3,0,0,0,8,4,0,5,3,0,5,3,16,5,13,5,7,2,5,0,5,1
2002-11-11T15:00:00Z,3,13,5,8,3,5,16,3,3,0,0,0,5,4,0,8,0,0,8,3,19,5,13,3,8,3,8,0,3,3
2002-11-11T16:00:00Z,3,11,11,8,3,5,19,0,3,0,0,0,5,8,0,5,3,0,5,0,21,3,19,0,6,3,5,0,5,3
2002-11-11T17:00:00Z,8,16,8,8,3,5,16,3,3,0,0,0,5,5,0,8,0,0,13,3,21,5,27,0,2,3,8,0,3,1
2002-11-11T18:00:00Z,13,13,5,8,3,5,16,3,3,0,0,0,3,2,0,8,0,0,11,3,19,5,29,0,3,3,5,0,3,1
2002-11-11T19:00:00Z,5,13,8,8,3,5,13,3,3,0,0,0,3,2,0,8,0,0,11,3,16,5,19,3,6,3,3,0,5,2
2002-11-11T20:00:00Z,5,13,11,8,3,5,13,3,3,0,0,0,3,6,0,8,0,0,11,3,16,5,13,3,5,3,3,0,5,2
2002-11-11T21:00:00Z,13,16,8,11,3,8,8,3,3,0,0,3,3,7,0,8,0,0,11,3,13,5,11,3,7,3,3,0,3,1
2002-11-11T22:00:00Z,5,16,5,8,3,5,8,3,3,0,0,0,3,2,0,8,0,0,11,0,11,5,11,0,9,3,3,0,3,1
2002-11-11T23:00:00Z,5,16,3,11,3,5,5,3,3,0,0,0,3,3,0,8,0,0,11,3,8,5,13,0,5,3,5,0,3,0
2002-11-12T00:00:00Z,5,8,3,8,3,3,8,0,3,0,0,0,3,4,3,5,0,3,8,3,8,5,11,0,3,2,3,0,3,2
2002-11-12T01:00:00Z,5,16,3,8,3,5,3,3,3,0,0,0,3,1,3,5,0,3,13,3,3,5,8,0,2,3,3,0,3,2
2002-11-12T02:00:00Z,0,16,5,5,3,3,0,5,3,0,0,0,3,2,3,5,0,3,13,3,3,5,8,0,3,3,5,0,0,1
2002-11-12T03:00:00Z,3,8,5,8,3,3,5,5,3,0,0,0,3,2,3,5,0,3,11,0,3,5,8,0,2,3,3,0,0,1
2002-11-12T04:00:00Z,5,11,8,8,3,3,5,5,3,0,0,0,0,1,3,8,0,3,11,0,3,5,11,0,5,8,3,0,0,0
2002-11-12T05:00:00Z,5,13,16,11,3,3,8,8,3,0,0,0,0,3,3,11,5,3,8,0,5,5,8,3,3,3,3,0,0,0
2002-11-12T06:00:00Z,3,11,21,8,3,3,5,3,3,0,0,0,0,4,3,13,8,3,13,0,8,5,11,3,4,2,3,0,0,0
2002-11-12T07:00:00Z,5,16,32,11,3,3,8,8,3,0,0,0,0,9,3,19,5,3,11,3,16,5,13,0,4,2,5,0,0,0
2002-11-12T08:00:00Z,13,11,19,5,3,3,5,13,3,0,0,0,0,6,3,21,5,3,8,5,16,5,16,0,2,3,3,0,0,0
2002-11-12T09:00:00Z,13,13,16,8,3,3,8,13,3,0,0,0,3,9,3,24,5,3,11,13,13,5,13,0,4,1,5,0,0,0
2002-11-12T10:00:00Z,11,13,16,8,3,3,8,5,3,0,0,0,0,6,3,16,0,3,3,16,11,8,11,0,3,1,5,0,0,0
2002-11-12T11:00:00Z,5,11,13,5,8,3,11,5,3,0,0,0,0,4,3,13,0,3,8,29,16,16,11,0,6,16,8,0,0,0
2002-11-12T12:00:00Z,5,8,8,5,24,3,11,3,3,0,0,0,0,6,3,13,3,3,3,8,19,0,13,0,3,12,5,0,0,0
2002-11-12T13:00:00Z,3,13,8,8,13,5,13,5,3,0,0,0,3,3,3,13,0,3,8,3,24,5,11,0,2,3,5,0,0,0
2002-11-12T14:00:00Z,0,8,8,8,29,0,13,3,3,0,0,0,5,2,3,13,0,3,5,3,21,5,13,3,6,3,8,0,0,0
2002-11-12T15:00:00Z,3,13,5,8,11,3,19,3,3,0,0,0,3,0,3,13,3,2,5,3,21,5,16,3,4,3,5,0,3,0
2002-11-12T16:00:00Z,8,13,8,8,3,5,19,5,5,0,0,0,3,1,3,11,3,2,3,3,27,5,13,0,4,3,3,0,0,0
2002-11-12T17:00:00Z,16,13,16,8,3,5,19,3,3,0,0,0,3,2,3,11,3,3,11,0,32,5,13,0,3,4,3,0,0,0
2002-11-12T18:00:00Z,11,16,11,8,3,5,16,3,3,0,0,0,3,4,3,11,3,3,8,3,24,5,11,3,4,3,3,0,3,0
2002-11-12T19:00:00Z,11,13,19,8,3,5,21,3,3,0,0,0,3,4,3,13,0,3,11,3,21,5,13,0,4,3,5,0,0,0
2002-11-12T20:00:00Z,16,19,11,8,3,3,16,3,3,0,0,0,3,3,3,11,0,3,11,3,21,5,13,0,2,3,5,0,0,0
2002-11-12T21:00:00Z,13,13,19,11,3,3,16,3,3,0,0,0,3,4,3,11,0,3,11,3,16,5,13,0,4,3,5,0,0,1
2002-11-12T22:00:00Z,11,13,29,11,3,3,13,3,3,0,0,0,3,7,3,11,0,2,8,3,16,5,13,0,2,3,5,0,0,0
2002-11-12T23:00:00Z,11,16,27,8,3,3,16,3,3,0,0,0,3,8,3,13,0,3,16,0,13,5,13,0,3,2,3,0,8,1
2002-11-13T00:00:00Z,11,21,27,8,3,0,5,5,3,0,1,0,3,5,0,11,0,3,11,3,11,5,13,0,6,2,3,0,3,1
2002-11-13T01:00:00Z,3,19,24,8,3,0,3,3,3,0,1,0,3,2,0,11,0,2,13,0,5,8,8,0,7,3,3,0,5,0
2002-11-13T02:00:00Z,3,16,24,8,3,0,5,3,3,0,1,0,0,4,0,11,0,3,13,0,3,5,11,3,4,3,3,0,8,0
2002-11-13T03:00:00Z,0,8,56,5,3,0,5,3,3,0,1,0,0,14,0,16,0,3,11,0,5,5,16,0,6,3,3,0,11,1
2002-11-13T04:00:00Z,0,13,69,8,3,0,5,3,3,0,1,0,0,7,0,13,0,3,13,0,3,5,11,3,3,4,3,0,3,1
2002-11-13T05:00:00Z,3,11,59,8,3,3,8,3,3,0,1,0,0,6,0,16,0,2,11,3,5,5,13,5,4,3,5,0,3,2
2002-11-13T06:00:00Z,8,16,59,5,3,8,16,5,3,0,1,0,0,4,0,13,5,2,13,3,13,5,13,3,4,3,3,0,5,0
2002-11-13T07:00:00Z,13,21,85,8,3,8,8,8,3,0,1,0,3,4,0,16,5,2,13,5,27,5,11,3,4,3,5,0,3,0
2002-11-13T08:00:00Z,13,19,88,5,8,8,8,5,5,0,1,0,5,2,0,19,8,2,8,8,29,8,13,3,5,3,5,0,0,0
2002-11-13T09:00:00Z,13,19,96,8,8,8,11,8,5,0,1,0,3,2,0,16,8,2,8,8,24,8,16,3,5,2,5,0,0,0
2002-11-13T10:00:00Z,11,21,53,5,8,5,11,8,5,0,1,0,3,4,0,0,5,4,11,8,21,11,13,3,5,3,3,0,3,0
2002-11-13T11:00:00Z,13,21,37,5,5,8,11,8,8,0,3,0,5,6,0,0,3,2,8,5,27,11,19,3,7,3,8,0,3,1
2002-11-13T12:00:00Z,16,16,19,8,5,8,8,5,5,0,2,0,11,2,0,19,3,2,8,8,27,13,16,0,7,2,8,3,3,1
2002-11-13T13:00:00Z,24,29,13,8,5,5,11,3,11,0,1,0,8,3,0,16,3,2,11,5,27,16,13,3,6,2,8,3,3,0
2002-11-13T14:00:00Z,32,35,11,8,5,5,13,3,5,0,1,0,0,4,3,19,3,2,8,5,27,16,13,3,8,3,8,3,3,1
2002-11-13T15:00:00Z,27,35,11,8,5,5,11,5,5,0,1,0,3,1,3,16,3,2,0,5,29,13,16,3,0,3,8,3,3,1
2002-11-13T16:00:00Z,24,32,11,5,3,5,13,5,0,0,0,0,3,3,0,13,3,2,0,8,24,16,13,3,8,3,8,11,13,1
2002-11-13T17:00:00Z,24,32,13,8,3,5,5,8,3,0,1,3,5,3,0,16,0,4,13,11,16,29,19,3,8,2,8,8,11,1
2002-11-13T18:00:00Z,27,32,8,11,3,5,11,8,11,0,2,0,3,2,0,19,0,4,11,16,13,27,13,3,8,3,8,5,11,1
2002-11-13T19:00:00Z,32,32,8,11,3,5,19,11,8,0,1,0,3,1,0,19,8,3,13,13,11,24,16,8,8,7,8,5,24,2
2002-11-13T20:00:00Z,24,35,8,8,3,5,11,8,3,0,1,0,3,4,0,24,3,2,13,8,11,35,11,5,10,3,8,3,24,2
2002-11-13T21:00:00Z,19,21,5,8,3,5,11,8,3,0,1,0,3,4,0,21,0,3,13,5,8,32,13,3,8,3,8,3,5,1
2002-11-13T22:00:00Z,16,16,8,5,3,5,8,8,3,0,1,0,3,4,0,16,3,3,11,5,8,13,13,3,8,2,8,3,8,1
2002-11-13T23:00:00Z,11,19,8,5,3,5,8,5,3,0,1,0,0,4,0,13,3,3,5,8,8,11,13,5,8,3,5,3,8,1
2002-11-14T00:00:00Z,8,16,8,5,3,5,13,5,3,0,0,0,0,5,3,16,0,2,11,5,5,5,11,5,6,4,5,3,3,0
2002-11-14T01:00:00Z,5,5,3,8,3,5,3,5,5,0,0,0,0,2,3,13,0,2,8,8,5,5,11,3,5,3,5,3,3,1
2002-11-14T02:00:00Z,0,8,5,21,3,3,5,3,3,0,0,0,0,1,3,13,0,2,8,11,5,5,8,3,5,3,3,3,3,1
2002-11-14T03:00:00Z,0,11,21,19,3,5,13,5,3,0,0,0,0,6,3,11,0,3,11,13,8,5,8,0,4,3,3,3,11,0
2002-11-14T04:00:00Z,0,11,13,8,3,5,16,5,5,0,0,0,0,4,3,11,0,1,8,8,8,5,8,0,5,2,5,0,11,1
2002-11-14T05:00:00Z,0,5,8,5,3,3,13,3,3,0,0,0,0,3,3,8,0,1,11,5,8,5,8,3,6,76,5,0,3,0
2002-11-14T06:00:00Z,0,11,5,5,3,3,16,3,11,0,0,0,0,2,3,11,0,0,8,3,11,5,11,0,4,7,5,0,3,0
2002-11-14T07:00:00Z,0,11,5,8,3,3,19,5,13,0,0,0,3,2,3,13,0,1,8,3,13,5,8,0,8,31,8,0,3,0
2002-11-14T08:00:00Z,0,16,3,5,0,3,19,8,19,0,0,0,3,12,3,11,0,1,8,3,19,5,13,0,4,42,13,3,3,0
2002-11-14T09:00:00Z,5,19,3,8,3,3,16,13,5,0,0,0,3,12,3,11,0,1,8,8,19,5,16,0,4,39,13,5,3,0
2002-11-14T10:00:00Z,5,19,3,5,0,3,0,13,8,0,0,0,5,10,0,11,0,1,5,16,21,5,11,0,7,41,13,5,3,0
2002-11-14T11:00:00Z,5,16,0,5,0,3,0,8,8,0,0,0,3,7,3,13,0,1,8,3,21,5,13,0,2,32,8,3,3,1
2002-11-14T12:00:00Z,5,19,0,5,3,5,0,13,8,0,0,0,5,2,3,13,0,3,8,0,24,5,13,0,7,10,11,5,3,1
2002-11-14T13:00:00Z,0,11,0,5,3,3,16,5,3,0,0,0,3,2,3,13,3,3,5,0,24,5,13,0,6,34,5,3,0,1
2002-11-14T14:00:00Z,0,11,0,3,3,3,21,3,8,0,0,0,3,3,3,11,0,3,3,0,27,5,11,0,4,40,8,3,0,1
2002-11-14T15:00:00Z,5,13,5,5,3,3,29,3,11,0,0,0,5,2,3,8,0,3,3,3,27,5,16,0,6,5,8,3,5,0
2002-11-14T16:00:00Z,5,13,5,5,3,3,32,3,3,0,0,0,3,4,3,11,0,3,3,3,24,5,13,0,4,4,5,3,8,0
2002-11-14T17:00:00Z,5,13,24,5,3,3,27,3,3,0,0,0,3,3,3,11,0,2,5,0,27,5,13,3,3,7,8,3,0,1
2002-11-14T18:00:00Z,5,16,35,3,3,3,11,3,3,0,0,0,3,2,3,11,0,2,5,0,24,3,13,0,3,3,8,3,13,1
2002-11-14T19:00:00Z,8,16,8,5,3,3,13,5,3,0,0,0,3,4,3,11,0,1,11,0,19,3,11,0,4,8,8,3,11,1
2002-11-14T20:00:00Z,8,13,8,5,3,3,13,8,3,0,0,0,0,4,3,13,3,2,11,3,19,5,11,3,6,3,5,11,8,2
2002-11-14T21:00:00Z,8,16,5,5,3,3,13,5,3,0,0,3,3,7,3,16,0,1,11,5,21,5,8,5,3,3,5,11,3,2
2002-11-14T22:00:00Z,16,16,11,5,3,3,13,5,3,0,0,0,3,5,3,19,3,1,11,3,16,5,11,3,6,3,5,3,5,1
2002-11-14T23:00:00Z,8,13,13,5,3,3,13,5,3,0,0,3,3,9,3,21,3,2,8,3,13,5,11,3,1,7,5,3,13,0
2002-11-15T00:00:00Z,5,11,3,8,3,5,5,5,3,0,0,0,3,11,0,24,3,2,8,5,11,5,11,3,6,3,5,3,3,0
2002-11-15T01:00:00Z,3,8,3,5,3,5,0,8,3,0,0,0,3,6,0,19,3,2,8,3,8,5,13,0,5,3,5,3,0,1
2002-11-15T02:00:00Z,5,8,0,5,3,5,3,5,3,0,0,0,0,12,0,29,0,2,8,3,8,5,11,0,4,4,3,8,8,1
2002-11-15T03:00:00Z,3,8,0,11,3,5,3,5,3,0,0,0,3,8,0,24,0,2,8,3,5,5,13,0,7,11,3,29,11,2
2002-11-15T04:00:00Z,0,5,0,8,3,5,5,8,3,0,0,0,3,19,0,21,0,1,11,3,8,5,13,0,5,8,3,11,0,1
2002-11-15T05:00:00Z,0,8,11,5,3,5,5,11,3,0,0,0,0,11,0,24,0,3,8,3,5,5,13,0,6,3,3,40,11,1
2002-11-15T06:00:00Z,5,8,11,5,3,5,5,8,3,0,0,3,3,23,0,24,0,3,11,3,8,5,16,0,6,3,5,40,5,2
2002-11-15T07:00:00Z,8,8,3,8,3,8,5,13,3,0,0,3,3,14,3,24,3,4,8,5,13,5,16,0,6,3,3,24,5,2
2002-11-15T08:00:00Z,19,11,3,5,3,5,3,11,3,0,0,3,3,7,0,27,0,5,8,11,21,5,19,0,5,3,5,8,11,3
2002-11-15T09:00:00Z,16,13,5,8,3,5,5,8,3,0,1,5,5,9,3,35,3,0,5,11,24,5,19,0,9,3,8,8,32,2
2002-11-15T10:00:00Z,8,8,5,8,3,8,5,8,5,0,1,3,5,11,0,24,3,11,8,16,21,5,16,3,9,14,8,8,16,1
2002-11-15T11:00:00Z,8,13,3,8,5,5,5,5,3,0,3,3,5,12,3,24,5,11,8,11,27,5,16,3,10,3,8,11,24,1
2002-11-15T12:00:00Z,16,21,5,8,3,5,8,5,5,0,6,0,5,8,0,21,8,10,3,8,27,5,16,3,10,3,13,16,13,2
2002-11-15T13:00:00Z,13,27,3,5,3,5,5,3,3,0,5,0,5,4,0,19,8,9,5,5,27,5,19,3,8,3,19,8,19,2
2002-11-15T14:00:00Z,8,16,5,8,3,5,8,3,3,0,5,0,5,5,0,13,8,8,5,5,24,5,16,3,7,3,13,11,43,2
2002-11-15T15:00:00Z,8,16,3,8,3,5,5,3,3,0,3,3,3,4,0,13,5,9,5,3,19,5,16,5,7,3,21,8,8,6
2002-11-15T16:00:00Z,19,19,3,5,3,5,8,3,3,0,2,3,5,4,0,16,5,10,3,3,21,5,16,5,7,3,19,8,0,3
2002-11-15T17:00:00Z,48,21,5,11,3,5,5,16,3,0,2,3,5,4,3,19,8,10,8,3,21,8,21,3,8,3,16,8,0,1
2002-11-15T18:00:00Z,56,35,8,5,3,5,5,24,3,0,1,3,5,3,0,19,3,9,11,5,16,8,21,11,10,3,13,8,0,1
2002-11-15T19:00:00Z,53,43,5,5,5,8,5,19,3,0,1,5,5,0,0,21,3,8,13,8,19,8,19,5,5,3,11,5,3,1
2002-11-15T20:00:00Z,35,24,5,8,8,5,5,19,3,0,2,5,5,2,0,21,8,8,16,8,16,13,21,5,8,3,11,5,24,1
2002-11-15T21:00:00Z,24,24,8,5,8,5,5,16,3,0,1,5,5,2,0,19,5,8,16,8,11,8,19,8,7,3,11,5,8,1
2002-11-15T22:00:00Z,21,24,5,8,11,5,5,16,3,0,1,5,5,4,0,19,5,8,13,5,11,5,21,8,7,3,11,5,5,1
2002-11-15T23:00:00Z,24,19,3,13,8,8,5,13,3,0,0,5,5,2,0,19,8,7,13,8,13,5,21,5,8,5,8,3,3,1
2002-11-16T00:00:00Z,32,16,5,5,8,3,8,13,3,0,0,5,3,2,0,19,8,5,16,8,16,5,21,8,10,3,11,0,3,1
2002-11-16T01:00:00Z,16,13,3,3,8,5,3,11,3,0,0,3,3,3,0,13,8,7,13,19,13,5,21,3,8,3,11,3,3,1
2002-11-16T02:00:00Z,24,16,3,5,5,5,5,13,3,0,0,5,3,3,0,11,8,5,13,13,11,5,21,3,7,5,11,0,3,1
2002-11-16T03:00:00Z,16,11,3,8,3,5,5,8,3,0,0,8,3,4,0,11,8,5,13,8,11,5,16,3,9,3,11,0,3,0
2002-11-16T04:00:00Z,11,5,3,8,3,3,5,8,3,0,0,5,3,4,0,13,5,4,16,5,8,5,16,3,5,3,11,0,3,0
2002-11-16T05:00:00Z,11,5,3,16,3,5,8,11,3,0,0,5,3,4,0,13,5,4,13,5,8,5,16,3,7,3,8,0,3,0
2002-11-16T06:00:00Z,11,5,3,19,3,5,8,11,3,0,0,11,3,3,0,16,5,4,13,3,13,5,19,3,4,3,8,0,3,0
2002-11-16T07:00:00Z,8,5,3,19,3,5,8,11,3,0,0,11,3,4,0,16,8,4,13,5,16,5,19,3,3,7,8,0,3,0
2002-11-16T08:00:00Z,11,8,5,13,3,11,5,13,3,0,1,19,3,3,5,13,5,5,11,5,19,5,19,3,7,8,8,3,3,0
2002-11-16T09:00:00Z,13,8,5,11,3,24,5,16,3,0,3,29,3,4,0,13,5,8,11,8,37,5,21,5,7,7,8,3,8,0
2002-11-16T10:00:00Z,11,11,5,27,3,19,8,11,3,0,4,40,5,2,5,11,5,8,11,8,29,5,19,5,11,9,8,3,11,1
2002-11-16T11:00:00Z,8,11,3,64,3,16,8,8,5,0,3,40,13,3,5,13,5,8,11,8,27,5,19,5,11,20,8,3,19,2
2002-11-16T12:00:00Z,11,5,5,45,3,16,5,11,3,0,4,40,27,4,5,13,5,8,13,8,27,8,16,5,13,6,8,3,21,2
2002-11-16T13:00:00Z,11,5,5,35,3,19,11,11,3,0,3,37,29,5,5,13,8,9,13,13,29,8,21,5,15,10,8,5,35,1
2002-11-16T14:00:00Z,13,5,5,21,3,16,11,11,3,0,4,37,24,4,3,13,8,10,13,11,27,5,21,5,18,13,8,5,13,1
2002-11-16T15:00:00Z,16,8,5,11,5,8,11,13,3,0,4,29,16,3,5,13,11,6,11,24,21,5,27,5,17,8,8,5,8,1
2002-11-16T16:00:00Z,16,11,5,8,3,5,13,11,3,0,3,21,11,4,5,13,13,5,13,29,16,5,21,5,17,10,8,5,8,1
2002-11-16T17:00:00Z,16,11,5,5,5,3,11,13,3,0,2,19,8,5,5,16,8,5,13,13,8,5,21,5,14,6,8,5,8,1
2002-11-16T18:00:00Z,16,5,11,5,5,3,13,13,3,0,2,8,8,6,5,21,11,5,13,19,8,5,24,5,7,7,8,5,3,1
